Name,Actor 1,Cluster,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Year,Year,Votes,Votes,Duration,Duration,Dir_enc,A1_enc,A2_enc,A3_enc,G_mean_rat
Dance Dance,Mithun Chakraborty,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1987,1987,267,267,153,153,5.327272727272727,5.3094117647058825,6.2299999999999995,5.75,5.9856255781275935
Dance of the Wind,Ami Arora,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1997,1997,128,128,85,85,6.949999999999999,6.6,6.6,6.6,6.113367173265161
Dance Party,Raman Trikha,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1995,1995,25,25,124,124,5.566666666666666,2.6,2.6,2.6,6.098261880742801
Dancer,Akshay Kumar,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1991,1991,613,613,150,150,4.0,5.544736842105263,3.9,5.29,5.9856255781275935
Dand Nayak,Arjun,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1998,24,24,153,153,4.4,5.25,5.16,6.0,5.524440052700922
Dangal,Aamir Khan,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,165074,165074,161,161,8.433333333333334,6.893548387096774,7.6,8.4,6.09540445955948
Dangerous Ishq,Karisma Kapoor,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2012,2012,847,847,130,130,4.803333333333333,4.3999999999999995,3.8333333333333335,5.571428571428571,5.832811206139605
Dank,Sharad Ponkshe,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2019,2019,19,19,108,108,5.7,5.7,5.7,5.7,5.205134297520662
Dansh,Kanika Verma,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,65,65,103,103,7.0,7.0,5.966666666666666,5.64,6.055890973036343
Dansh,Abhishek Brahmachari,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,9,9,85,85,8.3,8.3,8.3,8.3,6.055890973036343
Daraar,Mastan Alibhai Burmawalla,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1996,506,506,105,105,5.5307692307692315,5.5307692307692315,6.3950000000000005,5.6571428571428575,5.792666612008884
Darbaan,Sharib Hashmi,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,727,727,145,145,7.5,6.75,7.5,7.5,6.055890973036343
Darbar,Rajinikanth,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,2020,5175,5175,159,159,6.625,6.0625,5.279999999999999,6.5,5.572467960234759
Dard Ka Rishta,Sunil Dutt,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,1982,64,64,152,152,7.075,6.296774193548386,5.983333333333333,7.025,6.055890973036343
Darinda,Anil Nagrath,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005,2005,8,8,76,76,5.09,5.2,3.966666666666667,5.2,4.7897727272727275
Dariya Dil,Govinda,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1988,191,191,146,146,5.085714285714286,4.74,5.0249999999999995,5.1,6.055890973036343
Darklight,Chandni,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,8,8,113,113,6.5,6.5,5.7,6.5,6.055890973036343
Darkness Visible,Seema Biswas,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,2019,329,329,107,107,5.6,5.75,6.5,5.6,5.620495867768595
Darling,Fardeen Khan,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2007,2007,589,589,128,128,5.66,4.2875,4.55,5.0200000000000005,5.547777503532821
Darmiyaan: In Between,Kirron Kher,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1997,62,62,128,128,6.475,6.050000000000001,6.5,6.084615384615384,6.055890973036343
Darna Mana Hai,Saif Ali Khan,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003,2003,3207,3207,121,121,5.375,5.557142857142857,5.466666666666666,4.15,4.7897727272727275
Darna Zaroori Hai,Manish Gupta,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,2006,1962,1962,108,108,5.1000000000000005,5.4,6.300000000000001,5.4,4.7897727272727275
Darogaji,Nargis,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1949,1949,9,9,123,123,7.7,7.447368421052632,7.7,6.8999999999999995,5.8983628152487055
Darpan,Sunil Dutt,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,1970,37,37,140,140,6.720000000000001,6.296774193548386,6.836,6.4,6.191082215740691
Darr,Juhi Chawla,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,1993,22635,22635,178,178,6.9714285714285715,5.671428571428572,5.214285714285714,6.333333333333333,5.792666612008884
Darr @ the Mall,Jimmy Sheirgill,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,2014,936,936,124,124,5.566666666666667,5.521052631578947,5.95,4.5,5.205134297520662
Darwaza,Tulsi Ramsay,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1978,1978,89,89,117,117,5.55,5.764285714285714,7.3,5.898232868643235,4.7897727272727275
Darwaza,Arun Mathur,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002,2002,50,50,84,84,5.09,4.3,4.3,4.775,4.7897727272727275
Darwaza Bandh Rakho,Ishrat Ali,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,337,337,106,106,5.1000000000000005,4.627272727272727,5.533333333333334,4.8,5.883099778234949
Dashavatar,Vinay Apte,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,110,110,119,119,6.4,6.4,6.4,6.4,6.135195552751931
Dassehra,Saurabh Choudhary,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,2018,316,316,131,131,4.65,3.8,4.533333333333333,5.5,5.572467960234759
Dastaan,Dilip Kumar,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1972,1972,122,122,173,173,7.007692307692308,7.044444444444444,7.003571428571428,6.292307692307692,5.809422180017687
Dastak,Sushmita Sen,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1996,293,293,141,141,5.761111111111111,5.1,5.15,5.7,5.926779891662866
Dastak,Sanjeev Kumar,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,1970,122,122,145,145,7.199999999999999,6.584615384615384,6.65,6.9,6.055890973036343
Dastan,Suraiya,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1950,1950,61,61,122,122,6.69,6.8999999999999995,7.366666666666667,7.15,6.059944413923591
Dasvidaniya,Vinay Pathak,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,6140,6140,113,113,6.633333333333333,6.115384615384615,7.8,6.125,5.903885336142231
Dattak,Rajit Kapoor,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,57,57,125,125,7.4,6.75,7.4,7.300000000000001,6.055890973036343
Daud: Fun on the Run,Sanjay Dutt,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1997,1006,1006,180,180,5.66,5.213207547169811,5.1000000000000005,5.367857142857143,5.715953751308443
Daulat,Vinod Khanna,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,1982,35,35,150,150,6.816666666666666,5.783870967741936,6.453846153846154,5.671428571428572,5.807286562719216
Daulat Ki Jung,Aamir Khan,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,1992,834,834,143,143,5.7,6.893548387096774,5.779310344827586,4.5,5.731216788322198
David,Vikram,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2013,2608,2608,155,155,6.833333333333333,6.433333333333334,4.533333333333333,6.2,5.807286562719216
Dayar E Madina,Nazima,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1975,6,6,137,137,6.4,7.0,7.2,5.5,6.055890973036343
Dayavan,Vinod Khanna,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1988,548,548,173,173,5.4,5.783870967741936,6.471428571428571,5.933333333333334,5.807286562719216
Days and Nights on Earth,Charvi Dutta,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,15,15,75,75,8.1,8.1,8.1,8.1,6.055890973036343
Days of Tafree,Yash Soni,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,252,252,155,155,5.898232868643235,5.898232868643235,5.898232868643235,5.898232868643235,5.7518796992481205
D-Day,Irrfan Khan,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,2013,9525,9525,153,153,5.833333333333333,7.152941176470588,6.3950000000000005,6.266666666666667,5.572467960234759
De Dana Dan,Akshay Kumar,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,7758,7758,162,162,6.282608695652174,5.544736842105263,5.111538461538462,5.125,5.705949471456475
De De Pyaar De,Ajay Devgn,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,2019,7329,7329,135,135,6.6,5.285245901639344,5.631578947368421,5.35,5.868479827524617
De Taali,Aftab Shivdasani,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,2008,808,808,140,140,5.32,4.7,4.36,4.3,5.868479827524617
Dead Morning,Manisha Chauhan,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,2016,10,10,126,126,6.4,6.4,6.4,6.4,5.686187783508357
Deadline: Sirf 24 Ghante,Rajit Kapoor,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2006,585,585,102,102,3.55,6.75,7.340000000000001,5.898232868643235,5.731012265094488
Dear Dad,Arvind Swamy,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,384,384,95,95,5.898232868643235,4.65,5.898232868643235,5.898232868643235,6.191082215740691
Dear Maya,Manisha Koirala,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,2017,390,390,111,111,5.8,4.588888888888889,5.8,5.8,5.926779891662866
Dear Molly,Alok Rajwade,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,10,10,91,91,7.15,7.8,7.35,7.8,6.055890973036343
Dear Vs Bear,Uttar Kumar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2014,18,18,145,145,6.6,6.6,6.6,6.6,5.746018684872439
Dear Zindagi,Alia Bhatt,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,2016,37149,37149,151,151,7.65,6.0,6.2250000000000005,6.6000000000000005,5.926779891662866
Debshishu,Bijoy Dey,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,1987,22,22,100,100,7.5,7.5,7.5,7.075,6.055890973036343
Dedh Ishqiya,Madhuri Dixit,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,2014,6978,6978,152,152,7.733333333333333,6.028571428571429,6.531578947368421,5.0249999999999995,5.868479827524617
Deedar,Akshay Kumar,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,1992,578,578,130,130,6.369230769230769,5.544736842105263,4.680952380952381,4.933333333333333,5.926779891662866
Deedar,Nargis,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1951,1951,198,198,130,130,6.55,7.447368421052632,6.3,5.898232868643235,6.0532800323541665
Deewaanapan,Arjun Rampal,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,2001,418,418,153,153,4.3500000000000005,5.358823529411764,4.825,5.9692307692307685,5.661054431495156
Deewaangee,Shashi Kapoor,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,1976,40,40,168,168,6.45,6.268421052631578,6.453846153846154,4.966666666666667,5.807286562719216
Deewaar,Amitabh Bachchan,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1975,10361,10361,174,174,6.9714285714285715,6.183870967741936,6.854545454545455,6.4,5.807286562719216
Deewana,Rishi Kapoor,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,6298,6298,185,185,5.133333333333334,5.922727272727273,5.6499999999999995,6.333333333333333,5.705949471456475
Deewana Main Deewana,Govinda,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,2013,339,339,130,130,4.171428571428572,4.74,5.035,4.733333333333333,5.868479827524617
Deewana Mastana,Anil Kapoor,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,1997,2488,2488,140,140,5.048484848484848,5.618604651162791,5.084210526315789,5.6571428571428575,5.774774254768754
Deewana Mujh Sa Nahin,M. Parvez,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,1990,953,953,130,130,5.7,5.7,6.44,5.533333333333333,5.868479827524617
Deewana Tere Naam Ka,Mithun Chakraborty,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1987,1987,25,25,97,97,4.416666666666667,5.3094117647058825,5.833333333333333,5.881818181818182,5.926779891662866
Deewane,Ajay Devgn,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2000,587,587,164,164,4.388888888888889,5.285245901639344,5.1000000000000005,5.1,5.661054431495156
Deewane Huye Paagal,Shahid Kapoor,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,4622,4622,158,158,4.803333333333333,5.761111111111111,5.596875,5.872727272727272,5.777403574995128
Deewangee,Ajay Devgn,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2002,2002,2620,2620,169,169,5.308333333333334,5.285245901639344,6.16,6.55,5.93692567872625
Deha,Mahesh Manjrekar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,2007,66,66,126,126,5.929411764705883,6.4,5.610526315789474,7.1,5.797668810289389
Dekh Bhai Dekh: Laughter Behind Darkness,Gracy Singh,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,26,26,105,105,5.3,4.5,4.5,6.38,5.883099778234949
Dekh Kabira Roya,Anita Guha,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1957,1957,29,29,141,141,7.116666666666667,5.8,7.300000000000001,5.898232868643235,5.774774254768754
Dekh Tamasha Dekh,Satish Kaushik,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2014,284,284,110,110,6.699999999999999,6.1,6.5,6.1,5.7518796992481205
Dekha Pyar Tumhara,Kamal Haasan,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1985,38,38,138,138,5.6,6.757142857142857,4.927272727272728,6.775,5.903885336142231
Delhi 47 KM,Shadab Khan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,24,24,98,98,4.0,4.2,5.9,6.0,6.055890973036343
Delhi Belly,Akshat Verma,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2011,28299,28299,103,103,6.42,7.6,5.866666666666666,6.475,5.705949471456475
Delhi in a Day,Victor Banerjee,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2011,395,395,88,88,6.933333333333334,6.457142857142857,6.2,6.2,5.903885336142231
Delhi Safari,Govinda,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,1631,1631,96,96,5.833333333333333,4.74,6.16,6.55,5.8558462827610755
Delhi-6,Waheeda Rehman,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,7256,7256,141,141,6.619999999999999,6.544444444444444,5.941666666666666,6.966666666666666,6.055890973036343
Delinquent Dancers,Akhilesh,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,2012,48,48,94,94,5.9,5.9,5.25,5.9,6.170843373493978
Department,Sanjay Dutt,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,2012,965,965,141,141,5.66,5.213207547169811,6.1,3.1,5.662154860963301
Desamuduru,Allu Arjun,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,2007,1608,1608,148,148,5.3,6.2,4.15,5.05,5.792666612008884
Desh,Jaya Bachchan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,50,50,130,130,4.9,5.3,5.1,4.9,6.055890973036343
Desh Drohee,Saira Banu,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1980,11,11,158,158,6.121428571428572,6.05,6.2,6.220000000000001,5.524440052700922
Desh Drohi,Kamal Rashid Khan,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,2008,3899,3899,140,140,3.875,1.4,4.233333333333333,4.9,5.572467960234759
Desh Premee,Amitabh Bachchan,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,1982,536,536,165,165,6.488235294117647,6.183870967741936,6.257894736842106,5.6,5.777403574995128
Deshwasi,Tom Alter,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1991,12,12,145,145,3.6,5.65,5.0,5.9625,5.807286562719216
Desi Boyz,Akshay Kumar,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2011,13203,13203,122,122,5.4,5.544736842105263,5.583333333333333,5.7,5.903885336142231
Desi Kattey,Akhil Kapur,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2014,126,126,139,139,3.8,4.0,5.5,4.0,5.524440052700922
Detective,Pradeep Kumar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1958,1958,15,15,114,114,6.6,5.928571428571429,6.568421052631579,6.471428571428571,5.913357400722021
Detective Byomkesh Bakshy!,Sushant Singh Rajput,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,21107,21107,139,139,7.383333333333333,7.016666666666667,7.7,7.540000000000001,5.807286562719216
Detective Naani,Ava Mukherjee,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,76,76,140,140,6.2,6.2,6.2,6.2,6.074564364633922
Dev,Amitabh Bachchan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,1332,1332,172,172,7.271428571428571,6.183870967741936,5.907692307692307,6.9,6.055890973036343
Dev.D,Abhay Deol,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,2009,29283,29283,144,144,7.333333333333333,7.175,5.9818181818181815,8.0,5.926779891662866
Devaki,Ram Kapoor,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,31,31,87,87,5.3999999999999995,3.35,4.5,4.2,6.055890973036343
Devar,Dharmendra,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1966,1966,81,81,156,156,6.816666666666666,5.881578947368421,7.003571428571428,6.791666666666667,5.8983628152487055
Devata,Sanjeev Kumar,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1978,50,50,148,148,6.1499999999999995,6.584615384615384,6.377777777777777,6.573333333333333,6.191082215740691
Devdas,Shah Rukh Khan,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2002,2002,39573,39573,185,185,7.171428571428572,6.48125,5.8538461538461535,5.533333333333333,6.05393276752471
Devdas,K.L. Saigal,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1936,1936,91,91,139,139,7.3,6.58,5.898232868643235,5.898232868643235,5.926779891662866
Devdas,Dilip Kumar,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1955,1955,1731,1731,159,159,7.3,7.044444444444444,7.45,7.38,6.05393276752471
Devi Ahilya Bai,Natiker,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,2002,17,17,146,146,6.6,6.6,5.4375,6.644444444444444,6.5489599029854135
Devi Aur Hero,Ahmareen Anjum,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,15,15,117,117,7.766666666666667,7.699999999999999,7.699999999999999,7.8,6.055890973036343
Devi Putrudu,Venkatesh Daggubati,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,260,260,161,161,5.8,6.08,5.199999999999999,5.533333333333334,5.789246144381558
Devil (Maupassant's Le Diable),Kshitij Sharma,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,16,16,79,79,5.45,5.45,5.45,5.45,6.055890973036343
Devil's Daughter,Hamid Farokhnezhad,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,172,172,89,89,3.2,2.6,2.6,5.271428571428571,5.86505935989729
Devta,Vyjayanthimala,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,1956,16,16,178,178,5.7,6.378571428571428,5.800000000000001,5.7,5.963716237506313
Devta,Arun Bakshi,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1998,21,21,177,177,3.875,4.775,5.5,3.5,5.524440052700922
Dhaad,Sameera Awasthi,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,13,13,135,135,5.5,5.5,6.3999999999999995,6.733333333333333,5.524440052700922
Dhaai Akshar Prem Ke,Abhishek Bachchan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2000,1313,1313,167,167,5.133333333333334,5.125,5.8538461538461535,5.970833333333334,5.926779891662866
Dhaal: The Battle of Law Against Law,Vinod Khanna,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1997,68,68,148,148,6.075,5.783870967741936,5.111538461538462,6.166666666666667,5.790165512868633
Dhadak,Janhvi Kapoor,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,2018,9399,9399,138,138,5.533333333333334,4.9,4.5,5.572727272727273,5.926779891662866
Dhadkan,Akshay Kumar,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2000,6953,6953,161,161,4.757142857142857,5.544736842105263,4.992857142857143,5.872727272727272,5.926779891662866
Dhadkanein,Attin Bhalla,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,12,12,146,146,4.4,4.4,4.4,5.550000000000001,5.807286562719216
Dhamaal,Sanjay Dutt,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2007,13878,13878,136,136,5.361538461538462,5.213207547169811,4.36,5.0249999999999995,5.715953751308443
Dhamkee,Vinod Khanna,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1973,14,14,132,132,5.8500000000000005,5.783870967741936,5.74,5.4,5.807286562719216
Dhan Daulat,Rishi Kapoor,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1980,57,57,146,146,5.766666666666667,5.922727272727273,5.933333333333334,6.4696428571428575,6.055890973036343
Dhan Dhana Dhan Goal,John Abraham,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,2007,2410,2410,167,167,5.457142857142857,6.2368421052631575,5.95,5.5181818181818185,6.249567108139793
Dhanwaan,Ajay Devgn,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,1993,252,252,123,123,6.1,5.285245901639344,4.905882352941177,4.166666666666667,5.868479827524617
Dhanwan,Rajesh Khanna,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1981,55,55,152,152,6.0,6.547058823529412,5.983333333333333,6.573333333333333,6.074564364633922
Dhara,Sudhanshu Pandey,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,2008,11,11,95,95,5.898232868643235,5.898232868643235,5.588888888888889,5.898232868643235,5.926779891662866
Dhara 302,Muntazir Ahmad,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,16,16,148,148,5.898232868643235,6.1625,5.898232868643235,5.898232868643235,6.055890973036343
Dharam Karam,Raj Kapoor,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1975,140,140,159,159,6.2,6.9148148148148145,6.125,6.2368421052631575,6.191082215740691
Dharam Sankat,Vinod Khanna,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1991,21,21,155,155,4.666666666666667,5.783870967741936,5.3500000000000005,3.5,5.790165512868633
