Name,Actor 1,Cluster,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Year,Year,Votes,Votes,Duration,Duration,Dir_enc,A1_enc,A2_enc,A3_enc,G_mean_rat
Kanmani,Jaishankar,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,1994,7,7,137,137,5.35,3.7,3.7,5.65,5.926779891662866
Kannan Varuvaan,Karthik,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2000,39,39,135,135,5.275,5.8,5.8,5.8,5.797668810289389
Kanoon,Rajendra Kumar,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,1960,415,415,150,150,7.007692307692308,6.486363636363635,6.3,6.528571428571429,5.93692567872625
Kanoon,Ajay Devgn,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1994,135,135,104,104,3.1,5.285245901639344,5.1000000000000005,4.7625,5.790165512868633
Kanoon Apna Apna,Dilip Kumar,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,1989,146,146,162,162,5.816666666666666,7.044444444444444,6.747058823529412,5.325,5.807286562719216
Kanpuriye,Aparshakti Khurana,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,1098,1098,103,103,6.3,6.3,6.699999999999999,6.125,6.055890973036343
Kanwarlal,Salma Agha,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1988,18,18,150,150,5.2,4.6,4.699999999999999,5.568421052631579,5.790165512868633
Kanyadaan,Asha Parekh,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1968,1968,78,78,149,149,6.816666666666666,6.7250000000000005,6.854545454545455,7.3,5.926779891662866
Kanyadaan,Deepika Amin,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,17,17,114,114,6.9,6.9,7.35,5.36,6.055890973036343
Kaphal: Wild Berries,Hema Bisht,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2013,45,45,90,90,8.2,8.2,8.2,6.433333333333334,5.8172908425711825
Kapoor & Sons,Rishi Kapoor,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,23991,23991,132,132,5.833333333333333,5.922727272727273,6.9,7.050000000000001,6.044681376909835
Karam,John Abraham,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,1324,1324,117,117,5.5,6.2368421052631575,5.035,5.5,5.807286562719216
Karamati Coat,Prachi Save,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1993,1993,182,182,86,86,7.1,7.1,7.1,7.1,5.955186855033523
Karan,Virender Razdan,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1994,23,23,120,120,5.325,4.0,5.542857142857143,4.0,5.524440052700922
Karan Arjun,Rakhee Gulzar,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,1995,13394,13394,175,175,6.081818181818182,6.208695652173914,5.2875,6.333333333333333,5.789246144381558
Karar: The Deal,Mahek Chahal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2014,64,64,115,115,4.2,4.2,4.550000000000001,4.2,5.620495867768595
Karate,Mithun Chakraborty,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1983,1983,56,56,127,127,6.2,5.3094117647058825,6.7,6.7,5.9856255781275935
Kareeb,Bobby Deol,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,1998,1094,1094,145,145,6.514285714285714,4.8125,5.15,6.5,5.926779891662866
Karim Mohammed,Alka Amin,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,30,30,99,99,4.8,4.8,4.8,5.3,6.055890973036343
Karishma Kudrat Kaa,Rati Agnihotri,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1985,57,57,185,185,5.3,5.4799999999999995,6.433333333333333,5.714814814814815,5.790165512868633
Karishmaa,Kamal Haasan,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1984,1984,43,43,130,130,6.35,6.757142857142857,5.983333333333333,6.16,5.731012265094488
Karle Pyaar Karle,Shiv Darshan,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,2014,128,128,110,110,2.7,2.6,2.7,2.7,5.661054431495156
Karm,Rajesh Khanna,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1977,72,72,156,156,7.007692307692308,6.547058823529412,7.150000000000001,6.644444444444444,6.191082215740691
Karma,Dilip Kumar,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1986,1946,1946,193,193,6.153333333333333,7.044444444444444,6.747058823529412,6.7,5.8172908425711825
"Karma, Confessions and Holi",Rati Agnihotri,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,125,125,110,110,5.775,5.4799999999999995,2.9,2.9,6.055890973036343
Karma: Crime. Passion. Reincarnation,Alma S. Grey,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,2008,105,105,97,97,5.0,5.0,5.0,6.0875,5.93692567872625
Karmyudh,Mithun Chakraborty,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1985,16,16,130,130,4.7,5.3094117647058825,5.3,6.4696428571428575,5.524440052700922
Karobaar: The Business of Love,Juhi Chawla,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2000,237,237,180,180,6.081818181818182,5.671428571428572,5.4799999999999995,5.35,5.926779891662866
Kartavya,Dharmendra,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,1979,55,55,168,168,6.816666666666666,5.881578947368421,5.756521739130435,6.4,5.790165512868633
Karthik Calling Karthik,Farhan Akhtar,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2010,2010,11005,11005,135,135,7.1,6.2,6.084615384615384,5.15,5.922305728015918
Kartoos,Sanjay Dutt,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,1999,514,514,124,124,5.761111111111111,5.213207547169811,5.090909090909091,5.678571428571429,5.572467960234759
Kartooz,Faruque Azam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2014,7,7,97,97,3.0,3.0,3.0,3.0,5.697990777338603
Karunamayudu,Christopher Coelho,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1978,37,37,160,160,6.785714285714286,7.7,7.7,7.7,6.362682261474187
Karwaan,Irrfan Khan,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,13986,13986,114,114,7.6,7.152941176470588,5.9,6.85,5.893104058086916
Karz,Rishi Kapoor,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1980,1980,2146,2146,159,159,6.153333333333333,5.922727272727273,5.988888888888889,6.942857142857143,5.921070037440856
Karz: The Burden of Truth,Sunny Deol,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,390,390,173,173,4.388888888888889,5.078,5.111538461538462,4.933333333333334,5.807286562719216
Karzzzz,Himesh Reshammiya,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2008,2008,1238,1238,142,142,4.9692307692307685,2.8666666666666667,5.1000000000000005,2.1,5.9856255781275935
Kasaai,Raman Atre,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,29,29,96,96,5.75,6.6,6.6,7.0,6.055890973036343
Kasak,Aparajita,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,1992,27,27,150,150,5.489473684210526,4.775,5.283333333333333,4.933333333333333,5.926779891662866
Kasak,Lucky Ali,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,63,63,107,107,5.5,6.4,5.898232868643235,5.898232868643235,6.055890973036343
Kasam,Master Bunty,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1988,1988,53,53,157,157,5.333333333333333,5.1,4.949999999999999,5.1,5.792666612008884
Kasam Paida Karne Wale Ki,Mithun Chakraborty,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1984,131,131,145,145,5.327272727272727,5.3094117647058825,6.2299999999999995,5.7,5.790165512868633
Kasam Teri Kasam,Krishan Kumar,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,1993,15,15,156,156,4.75,4.825,4.3,5.266666666666667,5.926779891662866
Kasauti,Hema Malini,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1974,1974,115,115,131,131,6.025,6.1000000000000005,6.677272727272728,6.4696428571428575,5.926779891662866
Kasba,Navjot Hansra,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1991,49,49,121,121,6.85,7.0,6.9,6.15,6.055890973036343
Kashmakash,Feroz Khan,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1973,1973,13,13,134,134,5.825,5.842105263157895,5.756521739130435,6.114814814814815,5.921356970622661
Kashmir Daily,Zameer Ashai,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,2018,23,23,148,148,6.7,6.7,6.7,6.7,5.838193420402469
Kashmir Ki Kali,Shammi Kapoor,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1964,1964,487,487,168,168,6.6,6.953571428571428,7.003571428571428,6.4696428571428575,5.977929949077655
Kasoor,Divya Dutta,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2001,2001,937,937,151,151,4.803333333333333,5.583333333333333,6.0,5.7,5.863248080508986
Kath Putli,Amiya Chakrabarty,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,1957,29,29,152,152,6.55,6.9,6.6375,6.841666666666666,6.191082215740691
Katha,Naseeruddin Shah,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1983,1113,1113,141,141,7.459999999999999,6.181578947368421,6.714285714285714,6.1,5.903885336142231
Kathor,Lalit Parimoo,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,10,10,110,110,4.933333333333334,5.6,5.6,5.6,6.055890973036343
Kathputli,Jeetendra,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1971,1971,34,34,148,148,6.81,5.4313253012048195,6.547826086956522,6.0875,5.926779891662866
Kati Patang,Rajesh Khanna,7,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1970,1970,946,946,167,167,6.6,6.547058823529412,6.716666666666666,6.292307692307692,6.186083929563623
Katilon Ke Kaatil,Arjun Hingorani,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1981,92,92,199,199,6.4,6.4,6.333333333333333,5.35,5.777403574995128
Katiyabaaz,Fahad Mustafa,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2013,485,485,84,84,7.8,7.8,7.8,7.8,6.833380269126867
Katputtli,Milind Soman,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2006,24,24,119,119,4.8,6.5,5.6,5.6,5.620495867768595
Katti Batti,Imran Khan,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,2015,2856,2856,135,135,5.833333333333333,5.966666666666666,5.45,4.9,5.868479827524617
Kaun Hai Jo Sapno Mein Aaya,Richa Pallod,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2004,2004,46,46,127,127,5.1,5.1,5.325,5.115384615384615,6.181085643386556
Kaun Jeeta Kaun Haara,Tinnu Anand,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,1987,29,29,119,119,5.8999999999999995,5.05,6.677272727272728,5.898232868643235,5.903885336142231
Kaun Kare Kurbanie,Dharmendra,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1991,49,49,154,154,5.333333333333333,5.881578947368421,5.084210526315789,5.0,5.807286562719216
Kaun Kitney Paani Mein,Kunal Kapoor,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,458,458,112,112,7.2,6.083333333333333,7.114285714285714,5.62,6.044681376909835
Kaun Rokega Mujhe,Coca Cola,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,1997,18,18,123,123,3.8,3.8,5.4375,5.961904761904762,5.572467960234759
Kaun Sachcha Kaun Jhootha,Rishi Kapoor,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1997,1997,101,101,130,130,4.758333333333334,5.922727272727273,6.1000000000000005,5.1,5.863248080508986
Kaun?,Urmila Matondkar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1999,1999,3764,3764,90,90,5.66,5.8,5.933333333333333,6.08,5.7669266342453085
Kaun? Kaisey?,Beena Bannerjee,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1983,45,45,127,127,5.898232868643235,5.898232868643235,5.898232868643235,5.898232868643235,5.841528662420383
Kavi Kalidas,Bharat Bhushan,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1959,1959,17,17,139,139,6.666666666666667,6.4375,7.05,7.3,6.139354086603151
Kaya Palat,Suresh Chatwal,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1983,1983,14,14,121,121,6.9399999999999995,6.7,7.300000000000001,5.9,5.769643553327764
Kayda Kanoon,Akshay Kumar,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1993,504,504,150,150,5.0,5.544736842105263,5.216666666666666,5.483333333333333,5.807286562719216
Kedarnath,Sushant Singh Rajput,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,2018,11446,11446,116,116,6.325,7.016666666666667,3.8,5.898232868643235,5.926779891662866
Keemat,Dharmendra,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1973,48,48,132,132,5.958823529411765,5.881578947368421,5.756521739130435,6.292307692307692,5.524440052700922
Keemat: They Are Back,Akshay Kumar,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1998,1146,1146,162,162,6.075,5.544736842105263,5.130434782608695,5.55,5.777403574995128
Kehta Hai Yeh Dil,Ranbeeir Kalsi,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,10,10,116,116,3.3,3.3,3.3,3.3,5.903885336142231
Kehtaa Hai Dil Baar Baar,Paresh Rawal,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2002,2002,182,182,119,119,6.025,6.433333333333334,5.6461538461538465,4.8,5.868479827524617
Kerry on Kutton,Bhavana Singh Chauhan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,216,216,125,125,5.7,5.7,4.85,5.7,6.055890973036343
Kesari,Akshay Kumar,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,2019,15660,15660,150,150,6.0,5.544736842105263,6.2,7.4,6.15514580290533
Kevi Rite Jaish,Tom Alter,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,869,869,128,128,8.1,5.65,8.1,8.1,6.03907657884658
Khaali Peeli,Ishaan Khattar,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,2020,8106,8106,119,119,4.05,4.65,2.3,5.533333333333334,5.6913295207461445
Khaan Dost,Raj Kapoor,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,1976,38,38,157,157,6.5125,6.9148148148148145,5.7625,5.6,5.807286562719216
Khabardar,Amitabh Bachchan,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1984,23,23,167,167,5.340909090909091,6.183870967741936,6.266666666666667,5.575,6.32627345844504
Khajoor Pe Atke,Vinay Pathak,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,221,221,119,119,5.6,6.115384615384615,5.6,5.449999999999999,5.7518796992481205
Khakee,Amitabh Bachchan,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,15192,15192,174,174,6.876923076923077,6.183870967741936,5.596875,5.6,5.807286562719216
Khal Nayak,Sanjay Dutt,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1993,3064,3064,190,190,6.153333333333333,5.213207547169811,5.741176470588235,5.271428571428571,5.74583673903253
Khalifa,Randhir Kapoor,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,1976,15,15,140,140,6.121428571428572,5.49,5.756521739130435,6.1875,5.807286562719216
Khallas: The Beginning of End,Nikita Anand,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,2007,11,11,121,121,5.898232868643235,5.898232868643235,5.898232868643235,5.898232868643235,5.8983628152487055
Khal-Naaikaa,Jeetendra,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,1993,141,141,147,147,5.0249999999999995,5.4313253012048195,5.610526315789474,3.7,5.839305167741773
Khalnayak,Satnam Kaur,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,12,12,74,74,4.2,5.898232868643235,5.898232868643235,5.898232868643235,5.524440052700922
Khamiyaza: Journey of a Common Man,Heramb Tripathi,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,20,20,130,130,4.6,4.6,4.6,4.6,5.790165512868633
Khamosh,Shabana Azmi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1986,1986,944,944,101,101,6.514285714285714,6.877419354838709,6.95,6.7,5.7669266342453085
Khamosh Adalat Jaari Hai,Nandita Das,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,52,52,100,100,6.95,6.32,6.95,6.95,6.055890973036343
Khamoshh... Khauff Ki Raat,Shilpa Shetty Kundra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2005,2005,245,245,123,123,4.5200000000000005,3.6999999999999997,5.779310344827586,3.3,5.7669266342453085
Khamoshi,Rajesh Khanna,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,1970,546,546,127,127,7.085714285714286,6.547058823529412,6.836,7.159999999999999,5.926779891662866
Khamoshi,Prabhu Deva,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2019,2019,239,239,96,96,3.5,5.175,3.233333333333333,4.5,5.205134297520662
Khamoshi: The Musical,Manisha Koirala,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1996,1996,3110,3110,160,160,7.171428571428572,4.588888888888889,6.623076923076923,5.0125,6.05393276752471
Khamoshiyan,Gurmeet Choudhary,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,2015,1220,1220,122,122,4.0,3.966666666666667,4.966666666666667,4.0,5.547777503532821
Khan kluay,Tod Polson,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,1159,1159,79,79,5.9,5.9,5.596875,5.9,6.047310869160049
Khandaan,Noor Jehan,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,1942,14,14,171,171,6.2,6.2,6.766666666666667,5.266666666666667,6.191082215740691
Khandaan,Jeetendra,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1979,1979,19,19,130,130,6.300000000000001,5.4313253012048195,6.116666666666667,6.525,5.926779891662866
Khandaani Shafakhana,Sonakshi Sinha,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,1141,1141,136,136,4.0,4.8,4.0,5.45,5.903885336142231
Khandan,Sunil Dutt,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1965,1965,145,145,158,158,6.785714285714286,6.296774193548386,6.747058823529412,6.4696428571428575,6.139354086603151
Khandhar,Shabana Azmi,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1984,242,242,106,106,7.225,6.877419354838709,6.066666666666666,6.3,6.055890973036343
Khanjar,Navin Nischol,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1980,1980,16,16,134,134,5.7700000000000005,6.6,5.983333333333333,5.671428571428572,5.620495867768595
Khanna & Iyer,Sarvar Ahuja,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2007,49,49,103,103,5.898232868643235,3.9666666666666663,5.898232868643235,4.55,5.7518796992481205
Khap,Rahul Jaiswal,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,2011,104,104,125,125,4.15,5.0,5.7,5.29,5.838193420402469
Khatarnaak,Sanjay Dutt,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1990,82,82,223,223,5.54,5.213207547169811,5.3,4.857142857142857,5.807286562719216
Khatron Ke Khiladi,Dharmendra,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1988,181,181,156,156,5.340909090909091,5.881578947368421,5.175,4.65,5.790165512868633
Khatta Meetha,Ashok Kumar,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1978,862,862,128,128,6.752380952380953,6.546987951807228,6.066666666666666,6.525,5.903885336142231
Khatta Meetha,Akshay Kumar,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,9891,9891,157,157,6.282608695652174,5.544736842105263,5.125,5.9399999999999995,5.883099778234949
Khauff,Sanjay Dutt,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,361,361,124,124,5.733333333333333,5.213207547169811,4.905882352941177,5.7,5.807286562719216
Khayal Gatha,Mangal Dhillon,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1989,1989,34,34,103,103,6.85,6.6,6.9,6.92,6.113367173265161
Khazanchi,Shyama,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1958,1958,12,12,51,51,6.1,6.449999999999999,6.725,6.55,5.797668810289389
Khazanchi,M. Ismail,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1941,1941,26,26,171,171,5.533333333333334,7.0,7.0,7.0,5.913357400722021
Khejdi,Priyanka Agarwal,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,27,27,92,92,8.1,8.1,8.1,8.1,6.055890973036343
Khel,Aparajita,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,1992,541,541,152,152,6.081818181818182,4.775,5.542857142857143,5.533333333333333,5.868479827524617
Khel,Sunny Deol,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2003,467,467,174,174,4.0,5.078,5.111538461538462,4.0,5.807286562719216
Khel Khel Mein,Rishi Kapoor,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1975,1975,367,367,139,139,6.7250000000000005,5.922727272727273,5.933333333333334,6.573333333333333,5.820968636753176
Khel Khilari Ka,Dharmendra,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1977,1977,49,49,90,90,5.333333333333333,5.881578947368421,6.377777777777777,5.898232868643235,5.572467960234759
Khel Toh Ab Shuru Hoga,Ruslaan Mumtaz,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,2016,10,10,130,130,6.15,5.7,5.2,5.2,5.572467960234759
Khela,Haradhan Bannerjee,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,222,222,97,97,7.040000000000001,7.2,7.2,7.2,5.903885336142231
Khelein Hum Jee Jaan Sey,Abhishek Bachchan,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,2010,1249,1249,168,168,6.300000000000001,5.125,6.084615384615384,5.8,6.15514580290533
Khichdi: The Movie,Anang Desai,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,2238,2238,120,120,7.2,7.2,6.58,7.2,6.03907657884658
Khiladi,Mastan Alibhai Burmawalla,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1992,1992,7726,7726,157,157,5.5307692307692315,5.5307692307692315,5.596875,6.05,5.7451554212374445
Khiladi 420,Akshay Kumar,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2000,2000,1769,1769,157,157,6.1,5.544736842105263,4.6375,5.4,5.647534910252969
Khiladi 786,Akshay Kumar,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,6582,6582,141,141,4.3,5.544736842105263,4.85,4.3,5.638159875974521
