Director,MeanRating
Kaustav Narayan Niyogi,3.4
Kawal Sharma,5.086666666666667
Kedar Kapoor,6.371428571428572
Kedar Shinde,5.1
Ken Ghosh,5.325
Kesar Matharu,3.6
Keshavrao Dhaiber,3.1
Keshhav Panneriy,5.4
Keshu Ramsay,5.6000000000000005
Ketan Anand,5.483333333333333
Ketan Desai,5.3428571428571425
Ketan Mehta,6.814285714285715
Keval P. Kashyap,5.65
Kewal Misra,5.32
Kewal Singh,3.7
Khalid Akhtar,5.333333333333333
Khalid Mohamed,5.64
Khalid Y. Batliwalla,5.8
Khushboo Ranka,8.7
Khwaja Ahmad Abbas,6.57391304347826
Kidar Nath Sharma,7.418181818181819
Kiran Kumar,5.4
Kiran Nakti,6.7
Kiran Ramsay,4.8
Kiran Rao,7.0
Kireet Khurana,5.325
Kirti Kumar,5.5
Kishan Shah,5.25
Kishan Shrikanth,7.2
Kishore Kumar,8.033333333333333
Kishore Sahu,6.342105263157895
Kishore Vyas,4.0
Kislay,7.9
Kodanda Rami Reddy A.,6.614285714285714
Kodi Ramakrishna,5.8
Kolli Pratyagatma,6.6000000000000005
Komal Tolani,8.6
Kompin Kemgumnird,5.900000000000001
Konkona Sen Sharma,7.5
Kookie Gulati,5.1499999999999995
Kottayam Chellappan,4.5
Kranthi Kumar,6.7
Kranti Kanad�,6.8
Krishan Chopra,6.16
Krishan Hooda,6.8
Krishna D.K.,6.633333333333333
Krishna Ghattamaneni,5.1
Krishna Kumar,6.2
Krishna Mishra,5.6
Krishna Shah,6.3
Krishna Vamsi,6.242857142857143
Krishnadev Yagnik,7.3
Krishnakant Pandya,5.2
Kshitij Sharma,6.0
Kukoo Kapoor,3.1
Kuku Kohli,5.175
Kumaar Aadarsh,5.3
Kumar Anand,3.7
Kumar Dave,6.8
Kumar Pradeep,4.6
Kumar Raj,5.5
Kumar Shahani,6.8
Kumud Chaudhary,6.1
Kunaal Roy Kapur,6.8
Kunal Deshmukh,6.15
Kunal Kohli,5.283333333333333
Kunal Shivdasani,3.7
Kunal Vijaykar,2.7999999999999994
Kunal v Singh,6.15
Kundan Kumar,4.8625
Kundan Shah,5.629411764705883
Kuntaa Nikkil,7.166666666666667
Kushal Ruia,6.7
Kushal Srivastava,5.6
Kushan Nandy,6.0200000000000005
L.V. Prasad,6.28421052631579
Lakhwinder Shabla,4.3
Lakshmikanth Chenna,6.8
Lal Vijay Shahdeo,6.6
Lalit Marathe,5.75
Lalit Mohan,4.9
Lalji B. Yadav,5.3
Lasse Hallstr�m,7.3
Lateef Binny,5.5
Latif Faiziyev,5.96
Latif Khan,4.7
Lawrence D'Souza,4.845454545454545
Lawrence Raghavendra,2.4
Laxman Singh,6.8
Laxman Utekar,6.3
Laxmikant Shetgaonkar,5.9
Leela Prasad,3.5
Leena Yadav,5.277777777777778
Lekh Tandon,6.8047619047619055
Lekhraj Bhakri,6.714285714285714
Leslee Udwin,8.2
Linda A�nouche,8.1
Lom Harsh,5.2
Lovely Singh,3.6
Luke Kenny,3.5
Luv Ranjan,7.12
M. Sadiq,6.227777777777778
M.A. Thirumugham,6.528571428571429
M.F. Hussain,5.0
M.L. Anand,7.6
M.R. Shahjahan,5.36
M.S. Ramesh,6.900000000000001
M.S. Sathyu,6.975
M.V. Raman,5.70909090909091
Madan,6.0
Madan Joshi,6.3
Madan Mohla,5.599999999999999
Madan Sinha,7.4
Madhu Ambat,6.2
Madhu M.,6.9
Madhur Bhandarkar,6.20952380952381
Madhureeta Anand,5.85
Mahender Singh,5.1
Mahendra Shah,3.2999999999999994
Mahendra Teredesai,4.9
Mahesh Bhatt,5.774712643678161
Mahesh Dattani,6.566666666666666
Mahesh Kapoor,5.1
Mahesh Kaul,6.355555555555556
Mahesh Kodiyal,6.7
Mahesh Kothare,6.699999999999999
Mahesh Manjrekar,5.953846153846153
Mahesh Mathai,7.1
Mahesh Nair,4.0
Mahesh Rajmane,6.5
Mahesh Tillekar,4.0
Mahesh Vaijnath Doijode,5.7
Mahmood Khan,7.2
Mahrukh Mirza,5.6
Mainak Dhar,4.8
Majid Majidi,7.0
Major Sundarrajan,6.8
Makrand Deshpande,4.8125
Mama,5.2
Manan Katohora,4.9
Manav Bhalla,6.0
Manav Kaul,7.7
Manav Sohal,5.5
Mandeep Kumar,5.8
Mandi Burman,6.0
Maneej Premnath,6.0
Maneesh Sharma,6.55
Mangal Anand,3.6
Mangal Chakravarty,5.0
Mangesh Hadawale,6.0
Mani Kaul,7.116666666666667
Mani Ratnam,6.811111111111112
Mani Shankar,5.614285714285715
Manik Chatterjee,7.0
Manika Sharma,5.7
Maninder Chana,5.8
Manish Acharya,7.0
Manish Gupta,6.211111111111111
Manish Harishankar,4.4
Manish Jha,6.875
Manish Manikpuri,5.4
Manish R. Khandelwal,5.4
Manish Saini,7.8
Manish Sharma,2.9
Manish Srivastav,3.1500000000000004
Manish Tiwary,6.0
Manish Vatssalya,4.8999999999999995
Manivannan,5.8
Manjari Makijany,6.599999999999999
Manjeet Singh,6.4
Manmohan Desai,6.537254901960784
Manmohan Krishna,6.0
Manmohan Sabir,3.9
Manobala,3.8
Manohar Nath Rangroo,5.9
Manoj Adhikari,6.8
Manoj Agrawal,4.34
Manoj Amarnani,5.4
Manoj J. Bhatia,5.16
Manoj K. Jha,7.400000000000001
Manoj Kumar,6.246666666666667
Manoj Palrecha,6.6
Manoj Sharma,5.566666666666666
Manoj Shidheshwari Tiwari,5.233333333333333
Manoj Singh,4.2
Mansi Dovhal,5.2
Mansoor Khan,7.2700000000000005
Manu Rewal,4.7
Manu Warrier,5.9
Maqbool Khan,4.05
Marco H�lser,8.2
Marina Libik,6.3
Marion Rodrigues,4.1
Master Bhagwan,6.5
Master Vinayak,5.4
Masud Mirza,4.3
Mayur Hardas,6.5
Mayur Katariya,7.8
Mazhar Kamran,6.8
Mazhar Khan,6.099999999999999
Meenal Dixit,9.0
Megastar Maharishi Aazaad,5.7
Megha Ramaswamy,5.4
Meghna Gulzar,6.485714285714286
Mehboob Khan,7.0346153846153845
Mehmood,6.3428571428571425
Mehran Amrohi,7.2
Mehrish,6.5
Mehul Kumar,5.38
Meraj,7.05
Michael Winterbottom,6.0
Mikhil Musale,6.2
Milan Luthria,5.766666666666667
Milann Ajmera,5.2
Milap Zaveri,4.17
Milind Dhaimade,7.8
Milind Gadagkar,3.2000000000000006
Milind Rau,6.8
Milind Ukey,6.633333333333334
Milroy Goes,6.0
Mira Nair,7.640000000000001
Mitali Ghoshal,6.1
Mitra Sen,8.2
Modhu Bose,6.800000000000001
Mohammed Hussain,6.18
Mohammed Israr Ansari,3.6
Mohan Bhakri,3.9
Mohan Choti,4.5
Mohan Dayaram Bhavnani,8.5
Mohan J. Bijlani,7.0
Mohan Kavia,7.6
Mohan Kumar,6.203571428571428
Mohan Savalkar,5.0
Mohan Segal,6.7749999999999995
Mohan Singh Kavia,5.8
Mohan Singh Rathor,5.7
Mohan Sinha,7.4
Mohana Krishna Indraganti,6.900000000000001
Mohanji Prasad,4.5
Mohd Feroz Qureshi,6.4
Mohibul Haque,3.5
Mohinder Pratap Singh,6.9
Mohit Goswami,6.0
Mohit Hussein,6.2
Mohit Priyadarshi,7.3
Mohit Suri,6.167647058823529
Mohit Takalkar,5.9
Mohsen Makhmalbaf,6.0
Mohsin Abrar,7.9
Moni Bhattacharjee,6.3999999999999995
Monjoy Joy Mukerji,6.1
Moosa Saleem,7.5
Moti B. Gidwani,5.533333333333334
Mozez Singh,6.1
Mridul Mahendra,7.6
Mrighdeep Lamba,6.800000000000001
Mrinal Sen,7.3
Mrityunjay Devvrat,6.7
Muazzam Beg,7.099999999999999
Mudassar Aziz,5.1875
Mukesh Chhabra,6.599999999999999
Mukesh Duggal,5.5
Mukesh Mishra,6.0
Mukesh Sharma,6.3
Mukhtar Ahmed,2.9
Mukul Abhyankar,5.8
Mukul Anand,6.17
Mukul Dutt,6.028571428571429
Munindra,2.7
Munish Bhardwaj,5.599999999999999
Munni Pankaj,9.4
Murali Nair,5.8
Murari Sinha,7.8
Murugan Kumaran,5.8
Mustafa Engineer,6.7
Mustufa Raj,4.2
Muzaffar Ali,5.9
N. Chandra,6.496296296296297
N. Linguswamy,6.9
N. Maharajan,4.3999999999999995
N. Narasimharao,6.8
N. Ragavan,5.3
N.D. Kothari,4.666666666666667
N.K. Vishwanathan,7.3
N.K. Ziree,5.599999999999999
N.R. Acharya,7.1
N.T. Rama Rao,7.7
Nabendu Ghosh,7.3
Nabh Kumar 'Raju',4.220000000000001
Nachiket Samant,7.7
Nadeem Khan,5.0
Naeem Siddiqui,6.3
Nag Ashwin,5.0
Nagesh Bhonsle,7.3
Nagesh Kukunoor,6.8
Nakul Singh Sawhney,6.7
Naman Nitin Mukesh,5.400000000000001
Nana Kldiashvili,7.6
Nanabhai Bhatt,6.0
Nandakishore,6.2
Nandita Das,7.4
Nandlal Jaswantlal,6.8625
Nanubhoy Vakil,6.8
Narayan Chauhan,8.1
Narayan k Sahu,5.3
Narayana Rao Dasari,5.579166666666667
Narendra Bedi,6.177777777777778
Narendra Singh,8.5
Narendra Suri,5.828571428571428
Naresh Kumar,5.85
Naresh Lalwani,5.3
Naresh Malhotra,4.7272727272727275
Naresh Saigal,6.777777777777778
Naseeruddin Shah,6.5
Nasir Hussain,6.896
Navaniat Singh,5.5
Navdeep Singh,7.366666666666666
Navin Batra,1.8999999999999997
Navjot Gulati,3.6
Navneet Behal,4.4
Nayan Pachori,4.5
Neelam r Singh,8.1
Neelu Arora,6.4
Neeraj Ghaywan,7.025
Neeraj Pandey,7.421428571428572
Neeraj Pathak,4.7875
Neeraj Udhwani,5.8
Neeraj Vora,5.2
Neerav Ghosh,7.1
Neil Biswas,5.6
Nemom Pushparaj,3.2
Nicholas Kharkongor,7.0
Nicholas Meyer,6.099999999999999
Nicolas Chevaillier,5.3
Nikhil Bhat,6.8
Nikhil Mahajan,7.3
Nikhil Mahar,9.3
Nikhil Pherwani,7.2
Nikhil Saini,5.7
Nikkhil Advani,5.722222222222222
Nila Madhab Panda,7.08
Nilay Dave,7.6
Niren Lahiri,7.3
Nisar Ahmad Ansari,6.085714285714286
Nishikant Kamat,7.3076923076923075
Nishil Sheth,6.8
Nishtha Jain,7.5
Nitesh Tiwari,7.88
Nitin Bose,6.7846153846153845
Nitin Chandra,6.7
Nitin Gupta,7.599999999999999
Nitin Kakkar,7.028571428571429
Nitin Manmohan,4.4
Nitin Raghunath,6.7
Nitya Mehra,5.3
Nivedita Basu,6.2
Nupur Asthana,6.2
Nusrat Sayyed,3.4
O.P. Goyle,5.8
O.P. Ralhan,6.675
Om Prakash,6.7
Om Raut,7.599999999999999
Om Sai Prakash,5.6
Omung Kumar,5.71
Onir,6.108333333333333
Ovais Khan,4.4
P. Chandrakumar,4.9
P. Chandrasekhar,3.8
P. Madhavan,6.375
P. Pullaiah,8.5
P. Sambasiva Rao,7.400000000000001
P. Satya,6.400000000000001
P. Vasu,4.585714285714286
P.A. Arun Prasad,5.366666666666667
P.C. Barua,6.75
P.D. Shenoy,7.2
P.L. Santoshi,6.23
P.P. Ghosh,5.1
Pa. Ranjith,6.4
Pablo C�sar,4.2
Pachhi,6.4
Padam Kumar,4.3
Padmakumar Narasimhamurthy,8.1
Pamela Rooks,6.7
Pammi Somal,5.066666666666667
Pan Nalin,7.166666666666667
Pankaj Advani,5.2
Pankaj Johar,7.9
Pankaj Kapur,4.7
Pankaj Kumar,7.2
Pankaj Parashar,5.733333333333333
Pankaj Saraswat,5.6
Panna Hossain,3.0
Pappu Palviendra,5.3
Pappu Verma,5.6
Param Gill,5.1
Parasuram,4.8
Pardeep Raja,4.7
Paresh Kamdar,5.9
Paresh Naik,5.5
Paresh Vinodray Savani,7.05
Paritosh Painter,4.2
Parmeet Sethi,6.0
Partho Ghosh,5.109375
Partho Mitra,5.2
Partho Sen-Gupta,6.2
Parvati Balagopalan,5.8
Parvati Menon,8.5
Parvin Dabas,4.8
Parvinder Singh Wraich,8.7
Pasanta Bal,5.3
Pattanna,5.7
Pavan Kaul,5.075
Pavan Kumar,5.7
Pavithran,5.1
Pawan Kripalani,5.65
Pawan Kumar,5.0
Pawan Kumar Sharma,6.5
Pawan k Shrivastava,6.6
Perarasu,2.8
Phani Majumdar,6.9
Pia Sukanya,4.5
Pinaki Bhushan Mukherji,6.1
Pinaki Chaudhuri,5.3
Piyush Bose,8.2
Piyush Dinker Pandya,6.599999999999999
Piyush Jha,6.400000000000001
Piyush Sharma,8.1
Pon Kumaran,7.2
Pooja Bhatt,4.2749999999999995
Prabhakar Meena Bhaskar Pant,6.2
Prabhakar Shukla,5.8
Prabhat Khanna,4.2
Prabhat Kumar,8.2
Prabhat Roy,7.1
Prabhat Sachdeva,8.1
Prabhu,6.5
Prabhu Deva,4.396296296296296
Prabhuraj,5.6
Prabu Solomon,9.1
Pradeep C. Shetty,3.2
Pradeep Kumawat,5.0
Pradeep Maini,5.0
Pradeep Sarkar,6.223076923076923
Pradip Krishen,7.2
Praful D.S. Tiwari,3.6
Praful Tiwari,4.0
Prajact Rebeloma,7.3
Prakash Arora,8.0
Prakash Jha,6.696153846153846
Prakash Kovelamudi,5.900000000000001
Prakash Mehra,6.285365853658536
Prakash Nambiar,5.7
Prakash Saini,3.8
Prakash Satam,6.1
Pramod Chakravorty,6.439473684210527
Pramod Mandloi,1.7
Pramod Pathak,8.7
Pranav Singh,5.7
Prashamit Chaudhury,6.4
Prashant Bhargava,6.2
Prashant Chadha,3.25
Prashant Gore,5.5
Prashant Johari,8.2
Prashant Nair,6.720000000000001
Prashant Nanda,7.199999999999999
Prashant Passy Pilley,6.4
Prashant Singh,4.4
Prashant Singh Rathore,5.7
Pratap Singh,4.5
Prateek Vats,7.4
Prathap Pothen,6.74
Pratik Mittal,8.4
Praveen Damle,7.3
Praveen Kumar,5.7
Praveen Morchhale,5.85
Praveenkanth,6.1
Pravesh Bhardwaj,4.2
Prawaal Raman,5.591666666666666
Prayag Raj,5.7749999999999995
Prem,7.3
Prem Chopra,3.3
Prem Kapoor,6.5
Prem Lalwani,4.05
Prem Narayan Arora,6.1
Prem Soni,3.6799999999999997
Premankur Atorthy,6.2
Premraaj,6.3
Prerna Wadhawan,4.1
Prince,6.0
Prithvi Konanur,8.0
Prithviraj Sukumaran,7.5
Pritish Chakraborty,6.1
Priya Krishnaswamy,7.3
Priyadarshan,6.316216216216216
Priyanka,6.8
Priyanka Singh,7.3
Prosit Roy,6.599999999999999
Puja Bedi,2.3
Pulkit,5.1
Punarvasu Naik,6.9
Puneet Issar,5.5
Puneet Khanna,5.7
Puneet Sira,5.0
Punit Malhotra,4.233333333333333
Puri Jagannadh,5.463636363636364
Pushan Kripalani,7.3
Pushkar Mahabal,7.5
Pushkar Manohar,5.7
Pushpdeep Bhardwaj,6.0
Pushpendra Nath Misra,5.5
Pushpendra Singh,6.833333333333333
Qasim Khallow,7.0
Qaushiq Mukherjee,4.95
R. Balki,6.9
R. Bhattacharya,4.8
R. Krishnamurthy,6.599999999999999
R. Krishnan,6.533333333333334
R. Madhesh,5.1
R. Mittal,4.975
R. Sundarajan,4.4
R. Thyagaraajan,5.666666666666667
R.C. Talwar,6.75
R.K. Nayyar,6.12
R.K. Selvamani,5.35
R.N.R. Manohar,6.0
R.P. Swamy,4.0
R.S. Choudhury,2.7
R.S. Prasanna,6.9
R.k. Sharma,3.3
Raaghav Dar,5.3
Raaj Shaandilyaa,7.0
Raajeev Walia,1.8
Raam Shetty,4.628571428571428
Rabi Kinagi,5.7
Rabindra Dharmaraj,6.8
Rackhee Sandilya,6.9
Radha Krishna Jagarlamudi,6.4625
Radhakant,6.375
Radheshyam Pipalwa,6.400000000000001
Radhika Rao,5.3875
Radhu Karmakar,7.400000000000001
Rafeeq Ellias,5.3
Raghav Murali,5.7
Raghubeer Singh,6.8
Raghunath Jhalani,6.547058823529412
Raghuram,6.3
Raghuvir Kul,5.3
Rahat Kazmi,5.51
Rahi Anil Barve,8.3
Rahul Bhole,8.4
Rahul Bose,6.8500000000000005
Rahul Dahiya,8.3
Rahul Dholakia,5.881818181818182
Rahul Kumar Shukla,5.0
Rahul Mallick,9.3
Rahul Rajan,7.3
Rahul Rawail,5.335135135135135
Rahul Shanklya,7.1
Raj Amit Kumar,5.1
Raj Kanwar,5.064705882352941
Raj Kapoor,7.11
Raj Kaushal,5.2
Raj Khosla,6.716279069767442
Raj Kumar Bedi,6.6
Raj Kumar Gupta,6.52
Raj Madiraju,5.9
Raj Mehta,6.9
Raj N. Sippy,5.095348837209302
Raj Pendurkar,4.6
Raj Purohit,5.95
Raj Rishi,6.199999999999999
Raj Shetty,5.2
Raj Singh Chaudhary,6.0
Raj Tilak,6.6499999999999995
Raja Bundela,5.466666666666666
Raja Chanda,5.3
Raja Krishna,6.0
Raja Menon,6.6875
Raja Nawathe,6.764705882352941
Raja Nene,7.9
Raja Sen,4.9
Raja Unnithan,6.0
Rajan Johri,6.3
Rajan Khosa,6.833333333333333
Rajan Kumar Patel,5.5
Rajan Thakur,5.2
Rajasekar,7.25
Rajasekhar,5.3
Rajashekhar,5.9
Rajat Kapoor,6.852941176470588
Rajat Kumar Chaturvedi,8.7
Rajat Mukherjee,4.785714285714286
Rajat Rakshit,5.477777777777778
Rajatesh Nayyar,5.8
Rajeev Bhatia,5.8
Rajeev Chaudhari,2.7999999999999994
Rajeev Jhaveri,5.300000000000001
Rajeev Kumar,4.72
Rajeev Virani,4.54
Rajendra Bhatia,7.133333333333333
Rajendra Kumar,6.5
Rajendra Prasad V.B.,5.1
Rajendra Singh 'Atish',7.2
Rajesh Bachchani,6.3
Rajesh Bajaj,1.8999999999999997
Rajesh Bakshi,3.3
Rajesh Bhatt,5.1
Rajesh Butalia,4.9
Rajesh Ganguly,6.7
Rajesh Hans,7.0
Rajesh Krishnan,7.6
Rajesh Kumar Singh,3.2
Rajesh Mapuskar,6.400000000000001
Rajesh Mittal,7.1
Rajesh Nanda,4.9
Rajesh Pandey,2.7
Rajesh Pillai,6.7
Rajesh Ram Singh,4.442857142857143
Rajesh Ranshinge,4.2
Rajesh Seth,4.6
Rajesh Shera,6.6
Rajesh Vakil,6.3
Rajesh. K.,6.5
Rajiev Dhingra,7.3
Rajinder Singh Bedi,7.25
Rajiv Babbar,5.0
Rajiv Chilaka,5.84
Rajiv Dhingra,4.4
Rajiv Goswami,3.6
Rajiv Kapoor,5.7
Rajiv Mehra,6.0
Rajiv Rai,6.116666666666666
Rajiv S. Ruia,4.052631578947368
Rajkumar Bhan,5.9
Rajkumar Hirani,8.03076923076923
Rajkumar Kohli,5.175
Rajkumar R. Pandey,5.125
Rajkumar Santoshi,6.835135135135135
Rajnath,5.8
Rajni Basumatary,8.0
Rajnish Thakur,3.3499999999999996
Rajpal Yadav,5.4
Rajsekhar,5.0
Rajshree Ojha,5.0
Raju Chouhan,3.1
Raju Desai,6.0
Raju Eswaran,7.3
Raju Khan,3.6
Raju Mavani,4.4
Raju Saigal,5.0
Raju Subramaniam,4.0
Raka,5.9
Rakesh Bedi,2.1
Rakesh Chaturvedi Om,5.375
Rakesh Kakaria,5.2
Rakesh Kudalkar,7.0
Rakesh Kumar,6.116666666666666
Rakesh Mehta,5.3
Rakesh Nahata,4.0
Rakesh Parmaar,6.699999999999999
Rakesh Prasad,7.2
Rakesh Ranjan Kumar,3.5
Rakesh Roshan,6.097142857142857
Rakesh Sawant,5.66
Rakeysh Omprakash Mehra,6.5928571428571425
Rakhan,6.5
Ram Daryani,5.7
Ram Dayal,6.6
Ram Gopal Varma,5.558064516129032
Ram Govind,5.5
Ram Kamlani,5.9
Ram Madhvani,7.599999999999999
Ram Maheshwari,6.5
Ram Mukherjee,6.699999999999999
Ram Pahwa,2.8
Ram Ramesh Sharma,7.1
Rama Rao Tatineni,5.318518518518518
Raman B. Desai,6.0
Raman Kumar,4.414285714285714
Ramana,3.8000000000000003
Ramanand Sagar,6.764285714285714
Ramanarayanan,3.8
Ramanlal Desai,4.8
Ramanna,4.5
Ramanna T.R.,4.8
Ramchandra P.N.,7.2
Ramchandra Thakur,5.400000000000001
Ramesh Ahuja,5.08
Ramesh Behl,5.8
Ramesh Modi,5.0
Ramesh Saigal,7.2272727272727275
Ramesh Sippy,6.285185185185185
Ramesh Talwar,6.48
Ramesh U. Lakhiani,2.95
Ramin Bahrani,7.1
Ramkishan Choyal,8.8
Ramkumar Bohra,6.0
Ramkumar Pawadia,5.8
Ramkumar Shedge,8.0
Ramu Kariat,7.7
Randeep Jha,7.099999999999999
Randhir Kapoor,6.487500000000001
Rani Mukerji,3.9
Ranjan Bose,4.6
Ranjan Chandel,7.2
Ranjan Shandilya,6.5
Ranjeet,5.2
Ranjeet Gupta,4.9
Ranjit Kapoor,6.0
Ranjit Tewari,6.2
Ranveer Pratap Singh,6.1
Rao C.S.R.,4.4
Rasool Ellore,5.6
Rati Agnihotri,3.1
Ratnaa Sinha,7.6
Ravi Chopra,6.055555555555555
Ravi Dewan,5.3
Ravi Godse,7.7
Ravi Jadhav,4.9
Ravi K. Chandran,3.5
Ravi Kapoor,7.3
Ravi Kumar,7.2
Ravi Raja,5.4
Ravi Raja Pinisetty,5.720000000000001
Ravi Sharma Shankar,3.6
Ravi Sinha,4.8
Ravi Tandon,6.716666666666666
Ravi Udyawar,7.3
Ravi Varma,5.8
Ravichandran,5.2
Ravikant Nagaich,6.092499999999999
Ravinddra Khare,4.9399999999999995
Ravinder Ravi,2.4
Ravindra Arora,4.3
Ravindra Dave,6.642857142857143
Ravindra Gautam,6.0
Ravindra Peepat,5.566666666666666
Ravindra Singh,5.4
Reema Kagti,6.866666666666666
Reema Rakesh Nath,5.3
Rehman Naushad,5.3
Remo D'Souza,3.993333333333333
Remy Kohli,6.599999999999999
Renju Ramesh,5.5
Renuka Shahane,6.1
Renzil D'Silva,5.7
Revathi,6.449999999999999
Ribhu Dasgupta,5.7125
Richard Attenborough,8.0
Richie Mehta,7.3
Rikhil Bahadur,5.900000000000001
Rima Das,6.8
Rishi Kapoor,5.5
Rishi Prakash Mishra,5.8
Ritam Srivastav,7.3
Ritesh Batra,7.35
Ritesh Menon,6.95
Ritesh s Kumar,5.8
Rituparno Ghosh,6.863636363636363
Robbie Grewal,6.833333333333333
Robert Lieberman,5.7
Robin Khosla,6.7
Rohan Sippy,6.0
Rohena Gera,7.7
Rohit Arora,8.7
Rohit Dhawan,5.34
Rohit Dwivedi,8.1
Rohit Jugraj,5.15
Rohit Kaushik,5.8
Rohit Krishnakant Nayyar,4.866666666666667
Rohit Manash,4.4
Rohit Mittal,6.133333333333333
Rohit Philip,7.1
Rohit Shetty,5.743243243243243
Rohit Vaid,7.7
Roland Joff�,4.6
Romesh Sharma,6.15
Romilla Mukherjee,6.2
Ronit Jadhav,8.8
Roop K. Shorey,6.5
Rosauro Adorable,5.5
Roshan Abbas,4.0
Roshan Taneja,5.400000000000001
Ruchi Narain,5.785714285714286
Ruchika Oberoi,6.7
Rudra Patla Venugopal,3.6
Rumi Jaffery,4.35
Rupesh Paul,6.74
S Krishna,6.400000000000001
S. Bannerjee,6.8
S. Deepak,4.7
S. Gawli,4.0
S. Karnam,4.1
S. Khalil,7.3
S. Kumar,4.9
S. Manasvi,5.3
S. Narayan,8.5
S. Ram Sharma,7.900000000000001
S. Ramanathan,6.20625
S. Shankar,7.2875
S. Soni,4.2
S. Sukhdev,6.9
S. Sunil,9.0
S. Waris Ali,4.5
S.A. Akbar,5.985714285714286
S.A. Chandrashekhar,5.708333333333333
S.A. Kader,5.7
S.D. Narang,4.2
S.J. Suryah,5.15
S.K. Kapur,3.4
S.K. Ojha,6.7
S.K. Prabhakar,6.7
S.K. Subash,4.25
S.M. Abbas,5.68
S.M. Sagar,5.67
S.N. Banerjee,6.3
S.N. Tripathi,6.58
S.P. Muneshwar,4.8
S.P. Muthuraman,6.29047619047619
S.R. Pratap,3.9599999999999995
S.R. Puttana Kanagal,7.1
S.S. Balan,6.775
S.S. Dharwadkar,7.5
S.S. Ravichandra,5.1571428571428575
S.S. Vasan,6.8875
S.U. Sunny,7.24
S.U. Syed,3.3499999999999996
S.V. Rajendra Singh Babu,6.6499999999999995
Saabir,5.0
Saad Khan,7.5
Saahil Prem,5.1
Saandesh Nayak,4.4
Saawan Kumar Tak,5.003571428571428
Sabal Singh Shekhawat,6.2
Sabir,4.2
Sabir Khan,4.345454545454545
Sabyasachi Mohapatra,7.900000000000001
Sachin Agarwal,5.8
Sachin Bajaj,3.2999999999999994
Sachin Gupta,5.5
Sachin Kamlakar Khot,3.7
Sachin Kundalkar,4.4
Sachin P. Karande,6.225
Sachin Pilgaonkar,5.475
Sachin Yardi,5.683333333333334
Sachindra Sharma,1.6
Sadaqat Hussein,3.9
Sadashiv J. Row Kavi,5.4
Sadhu Meher,5.9
Saeed Akhtar Mirza,7.011111111111111
Safdar Rahman,6.5
Sagar Ballary,5.355555555555556
Sagar Pathak,8.3
Sagar Sarhadi,7.0
Saheem Khan,5.8
Sahil Sangha,5.8
Sai Kabir,4.5
Sai Paranjape,7.466666666666666
Saif Ali Sayeed,10.0
Saif Baidya,7.3999999999999995
Saif Hyder Hasan,5.6
Sajeev Balath,7.5
Sajid,4.75
Sajid Ali,7.8
Sajid Khan,3.8
Sajid Nadiadwala,5.3
Sajit Warrier,4.4
Saket Chaudhary,6.728571428571429
Saket S. Behl,7.1
Sakthi Chidambaram,2.7
Salar Shaikh,2.5
Salim Raza,2.7000000000000006
Salim Suma,5.5
Samar Chatterjee,5.9
Samar Iqbal,5.5
Samar Khan,5.74
Sameer Hanchate,7.2
Sameer Joshi,6.3
Sameer Khan,4.066666666666666
Sameer Malkan,5.49
Sameer Patil,5.6
Sameer Sharma,6.6
Sameer Sippy,4.0
Sameer Thahir,7.7
Sami Khan,7.5
Samir Ganguly,6.691666666666666
Samir Joshi,6.2
Samir Karnik,5.126666666666667
Samir Soni,5.5
Samir Tewari,3.6
Samit Basu,5.5
Samit Kakkad,5.233333333333333
Sammir i Patel,5.8
Samudra V.,3.9
Sanal Kumar Sasidharan,7.0
Sanamjit Singh Talwar,5.2
Sandeep A. Varma,7.2
Sandeep Bhatt,3.2000000000000006
Sandeep Chatterjee,3.2999999999999994
Sandeep Kumar,3.4
Sandeep Kumar Chandola,7.0
Sandeep Mishra,7.2
Sandeep Mohan,8.15
Sandeep Pandey,6.8
Sandeep Reddy Vanga,7.099999999999999
Sandip Ray,8.049999999999999
Sangeeth Sivan,4.394736842105263
Sanghamitra Chaudhuri,6.5
Sanjay Amar,5.85
Sanjay Bhatia,4.8
Sanjay Chhel,4.185714285714285
Sanjay D. Singh,6.1
Sanjay Dayma,6.7
Sanjay F. Gupta,5.5
Sanjay Gadhvi,5.385
Sanjay Gupta,5.575
Sanjay Jadhav,5.9
Sanjay Jha,6.2
Sanjay Khan,6.12
Sanjay Khandelwal,6.233333333333333
Sanjay Khanna,4.74
Sanjay Leela Bhansali,7.016666666666667
Sanjay M. Khanduri,5.75
Sanjay Niranjan,6.3
Sanjay Patel,7.3
Sanjay Puran Singh Chauhan,6.925
Sanjay Sharma,3.7
Sanjay Srinivas,2.9
Sanjay Talreja,6.3
Sanjay Tripathy,7.3
Sanjay Zaveri,3.1
Sanjeev Kumar Rajput,6.7
Sanjeev Reddy,6.1
Sanjeev Sharma,5.7
Sanjeev Vedwan,6.6
Sanjib Dey,6.5
Sanjiv Jaiswal,4.3
Sanjivan Lal,7.3
Sanjoy Nag,6.550000000000001
Sanju K. Gupta,3.9
Sankalp Reddy,7.599999999999999
Sanoj Mishra,5.6
Santanu Bhowmick,6.7
Santosh Kashyap,7.6
Santosh Sivan,6.875
Santram Varma,5.2
Sapna Bhavnani,9.3
Saran,6.5
Sarankant,5.8
Sardar Talukdar,4.7
