Actor 1,MeanRating
Chandan Roy Sanyal,5.599999999999999
Chandgiram,3.8
Chandni,6.5
Chandra Mohan,6.3
Chandra Shekhar Dutta,6.3
Chandrachur Singh,5.5625
Chandrima Banerjee,4.4
Charvi Dutta,8.1
Chetan Hansraj,8.5
Chetan Sharma,6.400000000000001
Chetanya Adeep,3.2
Chetanya Adib,4.8
Chinmay Mandlekar,4.8
Chinnijayanth,6.3
Chirag Malhotra,5.900000000000001
Chirag Paswan,2.5
Chiranjeevi,6.377419354838709
Chitra,5.05
Chitram Basha,3.6
Chitrangada Chakraborty,7.9
Chris Bisson,5.599999999999999
Christopher Coelho,7.7
Chunky Panday,4.220000000000001
Coca Cola,3.8
Coral Bhamra,6.3
Cuckoo,6.7
Cyli Khare,6.0
Cyrus Broacha,2.7999999999999994
Dada Kondke,6.8
Daisy Irani,6.0
Dakshita Patel,5.4
Daljeet,6.6
Daljit Ved,6.0
Danish Khan,4.1
Danish Raza,5.4
Danish Singh,6.9
Danny Denzongpa,7.35
Dara Singh,6.226923076923077
Darshan Kumaar,4.1
Darsheel Safary,4.0
Dasharth,7.1
David Abraham,6.5
Debashree Roy,5.8
Debu Bramha,5.9
Deep Dhillon,6.6
Deep Katdare,6.599999999999999
Deepa Arora,7.8
Deepa Barot,6.3
Deepa Sahi,5.8500000000000005
Deepak Bahry,4.8
Deepak Bhatia,6.3
Deepak Chachra,7.8
Deepak Chandra,4.3
Deepak Dobriyal,5.923076923076923
Deepak Malhotra,6.3
Deepak Parashar,4.1
Deepak S. Shivdasani,4.7
Deepak Tijori,4.9
Deepika Amin,6.9
Deepika Padukone,6.104545454545455
Deepraj Rana,3.5
Deepshikha Nagpal,4.7
Deepti Naval,5.511111111111111
Deeya Dey,7.4
Desh Mukherjee,3.9
Dev Anand,6.777165354330709
Dev Kumar,4.9
Dev Patel,7.76
Dev Sharma,4.6
Devaki Singh,3.5
Devayani,3.8
Deven Bhojani,6.1
Devesh Ranjan,7.8
Devika Rani,6.325
Devyani Cm,5.1
Dhamini,5.599999999999999
Dhanush,6.2875
Dharmendra,6.045128205128205
Dharmendra Ahir,9.4
Dharmendra Gohil,6.2
Dharmesh Yelande,4.4
Dheer Momaya,6.6
Dhiraj Verma,7.6
Dhirendra Thakur,8.2
Dhritiman Chatterjee,7.1
Dhruv Ganesh,5.8
Dhruva Padmakumar,8.1
Dhumal,7.3
Dhwani Gautam,4.8
Dia Mirza,5.300000000000001
Diamond Akhtar,8.7
Diana Penty,6.5
Diane Allemon,6.3
Dibakar Banerjee,5.62
Dibyendu Bhattacharya,5.599999999999999
Diganth,3.8
Dilip Arya,7.3
Dilip Dhawan,6.9
Dilip Kumar,7.0592592592592585
Dilip Mestry,6.2
Dilip Tadeshwar,5.3
Diljit Dosanjh,6.16
Dimple Kapadia,6.1375
Dinero Ash,8.2
Dino Morea,4.725
Dipankar Dey,7.3
Disha Yadav,7.8
Dishank Arora,4.3
Diveyaa Dwivedi,6.5
Divya Bharti,5.1
Divya Dutta,5.5636363636363635
Divyendu Sharma,6.25
Doddanna,6.7
Dolly Ahluwalia,6.2
Dulquer Salmaan,7.7
Durba Sahay,6.099999999999999
Durga Khote,6.866666666666667
Dwij Yadav,6.0
Ehan Bhat,7.4
Ejaz Ahmed,5.5
Ekaansh Bhaardwaaj,3.6
Elisha Kriis,6.7
Emma Dean,7.0
Emraan Hashmi,5.3641791044776115
Esmayeel Shroff,6.099999999999999
Fahad Mustafa,7.8
Faith,4.0
Faraaz Khan,4.375
Fardeen Khan,4.48695652173913
Farhad Ahmed Dehlvi,8.6
Farhad Samji,4.75
Farhan Akhtar,6.526666666666666
Farid Amiri,2.7
Farida Jalal,7.7
Farooq Shaikh,6.5181818181818185
Farrukh Seyer,6.6
Faruque Azam,3.0
Fearless Nadia,5.8428571428571425
Ferdous Ahmed,5.199999999999999
Feroz Khan,5.80576923076923
Frank M. Ahearn,4.8
Freida Pinto,6.0
Freny Bhagat,4.2
Gael Garc�a Bernal,5.4
Gajanan Jagirdar,6.8
Gajendra Chauhan,5.8
Ganesh Acharya,2.9
Garima Agarwal,5.7
Garrick Chaudhary,7.0
Gaurav Ajay Kaura,4.7
Gaurav Chowdhary,7.5
Gaurav Kapoor,3.5
Gautam Gupta,2.7000000000000006
Gavie Chahal,4.5
Gayatri Bahl,5.7
Geeta Agrawal,7.3
Geeta Bali,6.566666666666666
Geetanjali Thapa,7.2
Geetika Vidya Ohlyan,7.2
Gemini Ganesan,6.1
Gemma Atkinson,5.9
Gennadiy Vasilev,5.3
Ghulam Ali,8.9
Gillian Anderson,6.9
Giovanna Mezzogiorno,6.3
Girish Karnad,7.0375
Girish Taurani,4.5
Gitanjali,6.400000000000001
Glen Barreto,2.7000000000000006
Golshifteh Farahani,5.9
Gopi Bhalla,4.8
Gopi Krishna,6.5
Gouri Ash,6.8
Govinda,4.877443609022556
Gracy Singh,4.5
Gul Panag,4.725
Gullu Dada,5.2
Gulshan Arora,4.2
Gulshan Devaiah,6.333333333333333
Gulshan Grover,4.975
Gulzar,7.0
Gurdeep Singh,6.9
Gurmeet Choudhary,3.966666666666667
Gurmeet Ram Rahim Singh,6.066666666666666
Gurpreet Kaur Chadha,6.099999999999999
Guru Dutt,7.55
Gyan Shivpuri,4.8
Habeeb Aidroos,5.3
Habib Al Aidroos,6.8
Hamid Farokhnezhad,2.6
Hannah Spearritt,5.6
Hansika Motwani,4.4
Haradhan Bannerjee,7.2
Harbans Darshan M. Arora,5.1
Hardan,7.0
Hardik Kapadia,7.3
Harisree Asokan,3.2
Harkiran Kaur Wraich,8.7
Harman Baweja,4.381818181818182
Harsh Dubey,5.4
Harshvardhan Deo,4.9
Harshvardhan Kapoor,6.099999999999999
Helen Mirren,7.3
Hema Bisht,8.2
Hema Malini,5.88
Hemant Birje,4.236363636363636
Hemant Gopal,4.5
Hemant Pandey,6.8
Hemen Barman,7.2
Hemu Adhikari,6.4
Heramb Tripathi,4.6
Hercules,7.025
Himani Attri,5.7
Himansh Kohli,3.483333333333333
Himanshu Bhatt,6.1
Himanshu Kohli,6.0
Himanshu Malik,4.1
Himesh Reshammiya,2.805
Hina Khan,4.3
Hiten Tejwani,8.6
Hrishikesh Mukherjee,5.8
Hrishitaa Bhatt,5.04
Hrithik Roshan,6.205263157894737
Hugh Bonneville,6.7
Hussain Dalal,5.7
Hussain Kuwajerwala,6.3
I.S. Johar,6.285714285714286
Imaaduddin Shah,7.0
Imran Abbas,5.0
Imran Ahmed Khan,5.3
Imran Khan,5.825
Imran Rasheed,6.8
Inaamulhaq,7.400000000000001
Inder Kumar,5.2
Indira Bansal,5.2
Indra Kumar,3.2999999999999994
Indrajith Sukumaran,5.2
Indrapal Ahuja,5.900000000000001
Ira Dubey,3.7
Irrfan Khan,7.209756097560976
Isaiah,4.1
Isha Bebarta,6.9
Isha Koppikar,5.066666666666666
Ishaan Khattar,4.18
Ishrat Ali,4.704
Ishteyak Arif,5.8
Ishwar Singh,4.7
Iti Acharya,4.0
J. Sreeniwas Rao,4.5
J.D. Chakravarthi,5.242857142857142
J.S. Randhawa,5.7
Jackie Shroff,5.22
Jackky Bhagnani,4.65
Jacqueline Fernandez,4.68
Jagdeep,4.449999999999999
Jahan Bloch,4.6
Jahangir Khan,7.2
Jai Kalra,3.4
Jaideep Ahlawat,5.16
Jairaj,7.6
Jaishankar,3.7
Jalal Agha,6.025
Jamuna,4.4
Jana Sue Memel,4.3
Janhvi Kapoor,4.9799999999999995
Jannat Shekhawat,6.7
Jason Lewis,4.7
Jaspinder Cheema,6.7
Jass Bhatia,6.0
Jasti Hemambar,5.325
Jatin Goswami,6.3
Jatin Grewal,3.5
Jatin Khurana,4.6
Javed Abdi,3.6
Javed Jaffrey,5.72
Javed Khan,4.8
Jay Bhanushali,4.4
Jay Mehta,5.85
Jay Solanki,8.3
Jaya Bachchan,5.6
Jayalalitha J,7.1
Jayam Ravi,5.400000000000001
Jayamalini,6.6
Jayant Kripalani,7.1
Jayaram,4.2
Jayesh Raj,5.1
Jayprakkash Shaw,3.9
Jayshree Arora,2.0
Jayshree Gadkar,6.699999999999999
Jeet,6.0
Jeetendra,5.3921052631578945
Jeevan,7.0
Jeff Zimbalist,6.1
Jennifer Kendal,7.5
Jesse Metcalfe,6.2
Jigna Bharadhwaj,6.1
Jigna Bhardwaj,6.014285714285714
Jiiva,3.5
Jim Sarbh,7.5
Jimmy Sharma,6.5
Jimmy Sheirgill,5.456862745098039
Jisshu Sengupta,7.6
Jitendra Kumar,7.0
Jitendra Rai,4.8
Jitendra Tiwari,5.7
Joginder Shelly,4.966666666666667
John Abraham,6.225806451612903
John Cawas,3.4
Johnny Baweja,3.1
Johnny Walker,4.7
Joseph Vijay,4.654545454545455
Josh Hartnett,4.6
Joy Mukherjee,5.7266666666666675
Judi Dench,6.599999999999999
Jugal Hansraj,5.050000000000001
Juhaina Ahsan,6.7
Juhi Babbar,3.2999999999999994
Juhi Chawla,5.635294117647058
Julia Datt,3.1
Julian Sands,7.6
Jyoti Chandekar,6.9
Jyoti Swaroop,6.4
Jyotika,6.5
K. Gauri,2.6
K. Raghavendra Rao,6.7
K.K. Raina,7.6
K.L. Saigal,6.608333333333333
Kabina Maharjan,7.0
Kabir Bedi,8.0
Kader Kashmiri,5.8
Kader Khan,4.2
Kaifi Azmi,7.0
Kainaz Motivala,4.9
Kajal Aggarwal,5.6000000000000005
Kajol,5.588888888888889
Kalki Koechlin,7.05
Kamal Adib,5.400000000000001
Kamal Haasan,6.791780821917809
Kamal Mehra,5.8
Kamal Rashid Khan,1.4
Kamal Sadanah,4.3999999999999995
Kamalika Chanda,3.2
Kamini Kaushal,7.4
Kanak Mukherjee,6.2
Kanak Pandey,6.0
Kanan Kaushal,6.5
Kanchan Awasthi,3.5
Kangana Ranaut,6.041176470588235
Kanika Batra,7.275
Kanika Verma,7.0
Kannan Arunachalam,5.4
Kannanunni,9.0
Kanwaljit Singh,6.5
Kapil Arya,2.7
Kapil Jhaveri,4.4399999999999995
Kapil Sharma,4.4
Karamaveer Chaudhary,7.0
Karamveer Choudhary,8.2
Karan Arora,7.400000000000001
Karan Deol,4.6
Karan Dewan,5.7
Karan Kundra,4.2
Karan Razdan,4.9
Karan Shah,5.599999999999999
Karan Sharma,7.099999999999999
Karan Singh Grover,6.9
Karann Nathh,5.475
Karanveer,9.1
Karanvir Bohra,3.8000000000000003
Kareena Kapoor,5.173684210526315
Karim Hajee,5.9
Karisma Kapoor,4.1684210526315795
Karthik,5.8
Kartik Aaryan,6.470588235294118
Kartik Elangovan,5.6
Karwarkar Bhavika,6.8
Kasam Ali,4.6
Kashmira Irani,7.5
Kashmira Shah,4.575
Kavin Dave,6.0
Kavita Kapoor,4.8
Kavita Tripathi,6.8
Kay Kay Menon,6.7727272727272725
Kayoze Irani,6.7
Kedar Kapoor,6.099999999999999
Keshto Iqbal,4.0
Ketki Dave,3.1
Kev Clinsc,5.3
Khalil,5.3
Kiara Advani,4.2
Kilam Amit,8.9
Kimi Katkar,4.6
Kiran Janjani,3.5
Kiran Kumar,6.4
Kirron Kher,5.666666666666667
Kirti Adarkar,8.3
Kirti Azad,7.5
Kirti Kulhari,6.0
Kirti Singh,4.4
Kishan Shrikanth,7.2
Kishore Anand Bhanushali,4.225
Kishore Kumar,6.66734693877551
Kishore Kumar G.,6.900000000000001
Kishore Sahu,6.0600000000000005
Kitu Gidwani,6.0
Kollam Ajith,4.5
Komal Singh,5.4
Konkona Sen Sharma,6.277777777777778
Kookie Gulati,6.8
Kranti Prakash Jha,6.7
Krishan Kumar,4.783333333333333
Krishna Abhishek,4.3
Krishna Chaturvedi,4.0
Krishna Ghattamaneni,6.099999999999999
Krishnakant Dalvi,7.9
Krishnamraju,6.3
Krishnendu Adhikari,5.4
Kristin Kreuk,3.7000000000000006
Kritika Sachdeva,8.9
Krrish Chhabria,7.9
Kshitij Sharma,5.533333333333334
Kulbhushan Kharbanda,6.400000000000001
Kuldeep Patil,6.6
Kumaar Aadarsh,5.225
Kumar Ganesh,6.7
Kumar Gaurav,5.528571428571429
Kumar Neeraj,6.0
Kumari Naaz,7.2
Kumkum,6.3
Kumud Mishra,8.0
Kunaal Roy Kapur,5.2
Kunal Bhange,7.3
Kunal Kapoor,6.56923076923077
Kunal Khemu,6.254545454545454
Kunal Kohli,5.4
Kunj Anand,9.3
Kuntaa Nikkil,7.166666666666667
Kushagra Anand,3.6
Laboni Sarkar,5.3
Lakshmi,6.099999999999999
Lakshmi Kanta,6.7
Lalit Parimoo,5.6
Lalita Pawar,7.4
Lalu Ram,8.0
Latif Faiziyev,6.099999999999999
Latika,7.4
Lauren Spartano,7.900000000000001
Laxmikant Berde,6.1625
Leela Chitnis,6.699999999999999
Leela Desai,6.5
Leela Naidu,7.0
Leena Chandavarkar,6.14
Leeza Mangaldas,6.599999999999999
Leila Advani,9.3
Lekha Pande,3.1
Lewis Tan,5.7
Lillete Dubey,4.966666666666667
Lisa Ann Walter,7.7
Lisa Ray,7.7
Lorena Franco,4.5
Lucky Ali,5.925000000000001
Lucky Kohli,1.8999999999999997
Lukram Smil,5.5
Lydian Nadhaswaram,8.2
M. Ismail,7.0
M. Madhusudhana Rao,5.8
M. Parvez,5.7
Madhavan,6.841176470588235
Madhu Acharya,4.3
Madhu Chakravarty,7.2
Madhu Kapoor,6.7
Madhubala,6.84
Madhura Velankar,7.0
Madhuri Dixit,6.095833333333334
Mahek Chahal,4.2
Mahendra Sandhu,6.0600000000000005
Mahesh Anand,5.0
Mahesh Babu,5.6
Mahesh Jilowa,7.9
Mahesh Manjrekar,6.4
Mahima Chaudhry,4.4
Mahipal,6.95
Mahmood Farooqui,7.4
Makarand Anaspure,7.3
Makrand Deshpande,7.400000000000001
Mala Sinha,6.605405405405405
Malaika Arora,4.8
Mallika Sherawat,3.507142857142857
Mamhoud Chokrollahi,6.0
Mammootty,6.642857142857143
Mamta Kulkarni,3.8
Manager Cheena,6.1
Manas Das,5.7
Manav Gohil,5.6
Manav Kaul,5.5
Manav Sohal,5.5
Mandar Jadhav,6.3
Mandy Takhar,6.3
Manek Bedi,3.8
Mangal Dhillon,6.6
Mangesh Desai,6.7
Mani Kaul,6.7
Manish Anand,4.1
Manish Bhavan,8.3
Manish Chaudhary,3.96
Manish Gupta,5.4
Manish Paul,3.6
Manisha Chauhan,6.4
Manisha Kelkar,5.9
Manisha Koirala,4.913636363636363
Manit Joura,7.099999999999999
Mann Bagga,6.400000000000001
Mannara Chopra,4.4
Manohar Singh,6.7
Manoj Amarnani,5.4
Manoj Bajpayee,6.643859649122807
Manoj Bakshi,7.4
Manoj Bidwai,6.2
Manoj Kumar,5.967741935483871
Manoj Pahwa,7.6
Manoj Punj,5.5
Mansinghms,7.3
Mansoor Ali Khan,7.0
Mantosh Kumar,6.4
Manu Gargi,4.3
Manu Rishi Chadha,5.4799999999999995
Marilia Colturato,4.8
Mark Ellam,7.4
Mark Rylance,6.400000000000001
Martin Henderson,6.2
Martin Sheen,7.2
Mashaal Durrani,6.4
Masoom Shankar,6.8
Mast Ali,6.6
Mastan Alibhai Burmawalla,5.779245283018868
Master Akash,4.6
Master Baboo,7.0
Master Bhagwan,5.400000000000001
Master Bunty,5.1
Master Romi,7.6
Master Shams,7.9
Master Shankar,6.4
Master Vithal,6.2
Masti Ali,6.8
Maya Alagh,5.057142857142857
Maya Basu,6.7
Mayank Agarwal,5.2
Mazhar Khan,7.2
Md. Faiz Alam,7.8
Meena Kumari,6.8236842105263165
Meena Shorey,6.9
Meenakshi Dixit,3.9
Meenakshi Sheshadri,6.8
Meenu Hooda,6.6
Meenu Kawatra,8.5
Meera,3.2
Meera Joshi,5.7
Meeraj Shah,4.8
Meezaan Jafri,6.0
Megastar Maharishi Aazaad,5.7
Meghna Desai,1.7
Meghna Erande,5.7
Mehmood,6.625
Mehreen Pirzada,5.5
Mehtab,6.900000000000001
Mehul Adwani,5.7
Meka Srikanth,6.8
Menekka Arora,7.0
Mikaal,5.8
Milind Soman,6.733333333333333
Milind Ukey,7.6
Mimoh Chakraborty,5.283333333333333
Mirza,7.3
Mishti,4.2
Mita Vashisht,7.5
Mithilesh Chaturvedi,7.7
Mithun Chakraborty,5.331182795698925
Mohammad Amir Naji,6.4
Mohammad Chacha,8.2
Mohammad Reza Golzar,3.7999999999999994
Mohan Agashe,6.68
Mohan Azaad,3.5
Mohan Babu,7.65
Mohan Choti,7.4
Mohan Gokhale,6.5
Mohan Kapur,6.5
Mohanlal,7.085714285714286
Mohd. Zeeshan Ayyub,5.4
Mohinder Gujral,5.533333333333334
Mohit Ahlawat,3.9
Mohit Das,6.1
Mohit Madaan,5.2
Mohnish Bahl,6.233333333333333
Moin Khan,7.2
Mona Ambegaonkar,4.85
Monali Thakur,7.9
Monica Castelino,5.2
Monica Dogra,5.7
Moon Moon Sen,5.0
Motilal,7.0
Mouli Ganguly,6.2
Moulina Midde,8.1
Mouni Roy,6.400000000000001
Moushumi Chatterjee,7.6
Mrinalini Chatterjee,6.1
Mrinmayee Godbole,6.2
Ms. Jordiya Anna,3.2
Mugdha Chaphekar,7.2
Mugdha Godse,4.3
Mukesh Agrohari,4.2
Mukesh Ahuja,6.8
Mukesh Asopa,2.7
Mukesh Choudhary,3.7
Mukesh J Bharti,2.8
Mukesh Khanna,2.9
Mukesh Rishi,6.0
Mukesh S. Bhatt,6.6000000000000005
