Actor 1,MeanRating
Mukta Barve,6.2
Mumtaz,6.044444444444444
Mumtaz Begum,6.675
Mumtaz Shanti,6.25
Munawwar Sultana,6.2
Munesh Nehra,5.8
Muntazir Ahmad,6.0
Murad Ali,6.7
Murli Sharma,3.8
Musta Ali,6.8
Muzahid Khan,7.9
Muzamil Ibrahim,6.2
N.T. Rama Rao,7.7666666666666675
N.T. Rama Rao Jr.,6.8
Nabeel Ahmed,6.2
Nachiket Patwardhan,7.7
Nafisa Ali,5.599999999999999
Nagarjuna Akkineni,6.3999999999999995
Nagesh,5.5
Nagesh Kukunoor,7.2
Nakul Kapoor,4.6
Nalini Jaywant,6.3625
Nalini Tarkhad,3.5999999999999996
Naman Bhati,8.5
Naman Jain,5.5
Namit Das,7.7
Nana Patekar,6.448837209302326
Nanda,6.109090909090909
Nandamuri Balakrishna,6.363636363636363
Nandita Das,6.0600000000000005
Nani,6.900000000000001
Narayan Singh Sisodia,5.0
Narendra Jha,5.6
Naresh Sharma,7.3
Nargis,7.455555555555556
Nargis Bagheri,4.7
Narottam Bain,8.8
Narsimha Rao,6.8
Naseem Banu,6.400000000000001
Naseeruddin Shah,6.2042553191489365
Nassar,5.32
Nassar Abdulla,5.66
Natalia Janoszek,5.3
Natalie DP,6.6
Natasha Majhi,5.3
Natiker,6.599999999999999
Natty Kumar,3.9
Nauheed Cyrusi,5.0
Naushaad Abbas,3.7999999999999994
Naved Aslam,6.7
Naveen Andrews,6.5
Naveen Bawa,2.4
Naveen Kasturia,7.1
Naveen Krishna,8.4
Navin Berry,4.2
Navin Nischol,6.429166666666667
Navjot Hansra,7.0
Nawazuddin Siddiqui,6.416216216216216
Nazia Hussain,5.5
Nazima,7.0
Nazneen,4.7
Neel Bakshi,6.9
Neelam Deysarkar,3.1
Neelima Azim,6.5
Neena Gupta,5.366666666666666
Neenu Babu,5.5
Neera,6.599999999999999
Neha Ahuja,2.6
Neha Chauhan,6.8
Neha Dhupia,4.67
Neha Dubey,6.1
Neha Joshi,7.8
Neil Bhoopalam,6.3
Neil Nitin Mukesh,4.78
Nicolos Kostopoulos,7.6
Nidhi Sunil,5.0
Nigar Sultana,6.6
Niharica Raizada,4.1
Nikhil Dwivedi,4.85
Nikita Anand,4.0
Nikita Sharma,8.0
Nilamadhab Panda,7.628571428571428
Nilesh Maniyar,7.2
Nimmi,6.233333333333333
Niranjan Sharma,8.7
Nirmal Pandey,7.2
Nirupa Roy,6.571428571428571
Nisar Ahmad Ansari,6.525
Nishan Nanaiah,6.366666666666667
Nishant Rai,7.0
Nishat Mallick,3.2999999999999994
Nishi Neha Mishra,9.4
Nishikant Dixit,5.8
Nishikant Kamat,2.3
Nissar,6.0
Nitesh Shrivastava,7.5
Nitesh Tiwari,7.5
Nithiin,4.45
Nitin Sethi,6.6
Nivedita Bhattacharya,6.0
Nivedita Chandel,6.6
Nivin Pauly,7.5
Noor Jehan,6.2
Noor Mohammad Charlie,6.9
Nora Fatehi,5.5
Nushrat Bharucha,7.099999999999999
Nutan,6.726315789473684
O.P. Ralhan,7.099999999999999
Om Prakash,6.599999999999999
Om Puri,6.607407407407408
Omar Abdullah,6.8
Omkar Bhatkar,6.9
Omkar Das Manikpuri,6.08
Omkar Kapoor,6.6
Op Rai,6.4
Owen Wilson,5.6499999999999995
P.L. Santoshi,7.099999999999999
P.P. Bajaj,9.1
Padmadevi,6.3
Pahadi Sanyal,7.0
Paidi Jairaj,6.345454545454545
Pakhi Hegde,7.6
Pakija Begam,6.8
Pankaj Berry,6.1000000000000005
Pankaj Dheer,4.8999999999999995
Pankaj Kapur,7.1461538461538465
Pankaj Tripathi,5.946153846153846
Paoli Dam,5.433333333333334
Parag Ajgaonkar,5.9
Parambrata Chattopadhyay,5.6
Paresh Rawal,6.776190476190477
Parikshit Sahni,6.7
Parineeti Chopra,4.25
Parshwanath Yeshwant Altekar,8.3
Parth Singh Chauhan,5.8
Partho A. Gupte,7.8
Partho Ghosh,5.1
Parveen Babi,7.0
Parveen Kaur,6.8
Parvin Dabas,5.283333333333333
Parzaan Dastur,6.400000000000001
Patralekhaa Paul,5.233333333333333
Pavan Buragohain,6.8
Pawan Kumar Sharma,4.9
Pawan Malhotra,7.633333333333333
Pawan Rajput,5.6
Pawan Waval,8.6
Payal Rohatgi,3.5
Perena Agarwal,5.6
Peter Pedrero,4.8
Pierce Brosnan,6.099999999999999
Pilla Srinivas,4.5
Pooja Bhatt,5.0200000000000005
Pooja Bisht,4.8
Pooja Kumar,8.1
Poonam Agarwal,7.0
Poonam Dhillon,4.175
Poonam Pandey,3.2
Poornima Jayaram,6.1
Prabhakar,8.4
Prabhas,3.2999999999999994
Prabhu,6.5
Prabhu Deva,5.2299999999999995
Prachi Save,7.099999999999999
Pradeep Kumar,6.0636363636363635
Pradeep Pandey,5.1
Pradeep Rangwani,3.9
Prajakt Rebeloma,7.3
Prakash Bare,6.825
Prakash Belawadi,6.8
Prakash Deshmukh,8.0
Prakash Mehra,6.7
Pramod Goswami,6.2
Pran,6.0
Pranavanand,6.3
Prasenjit Chatterjee,7.3
Prashant Barot,5.5
Prashant Chaubey,9.3
Prashant Narayanan,4.05
Prashant Pandey,7.8
Prashanth,5.333333333333333
Prashantt Guptha,4.85
Prateek Pachauri,6.8
Prateik,5.25
Pratim D. Gupta,5.2
Pratima V. Kulkarni,5.8
Prayag Raj,6.5200000000000005
Preeti Ganguli,6.7
Preeti Jhangiani,7.8
Preeti Soni,2.4
Preetika Chauhan,8.6
Preity Zinta,6.35
Prem Adib,6.6875
Prem Chopra,3.3
Prem Datta,5.4
Prem Nath,6.1899999999999995
Prem Nazir,6.400000000000001
Prerika Arora,5.1
Prince Adhikari,5.4
Prince Shah,6.8
Prince Singh,8.4
Prit Kamani,5.775
Prithvi,5.7
Prithviraj Kapoor,6.316666666666666
Prithviraj Sukumaran,6.7
Priya Gamre,6.7
Priya Rao,3.8
Priyamvada Narayanan,7.2
Priyanka Agarwal,8.1
Priyanka Arya,5.533333333333334
Priyanka Bose,5.333333333333333
Priyanka Chopra Jonas,5.845
Priyanshu Chatterjee,5.8999999999999995
Puja Jha,7.2
Pulkit Samrat,4.718181818181818
Puneet Issar,4.5
Puneet Singh Ratn,5.900000000000001
Purab Kohli,4.825
Puru Chibber,7.4
Pushpraj Gunjan,7.0
R. Kannan,4.9
R. Kumar,3.8
Raaj Kumar,5.935483870967742
Radhika Apte,6.0
Rafiq Anwar,6.8
Raghav Rishi,7.099999999999999
Raghu Babu,9.1
Raghuvir Yadav,7.133333333333333
Ragini,5.1
Rahul Bagga,5.3999999999999995
Rahul Bairagi,6.4
Rahul Bhatt,7.825
Rahul Bose,6.221428571428571
Rahul Dev,6.0125
Rahul Dholakia,5.9
Rahul Jaiswal,5.0
Rahul Khanna,5.0
Rahul Ranjan,7.3
Rahul Rawail,6.5
Rahul Roy,5.933333333333334
Rahul Singh,6.1
Rahul Thulasiram,4.5
Rahul V. Chittella,6.6
Rahuul Aamath,6.8
Raima Sen,6.0
Raj Agnihotri,8.0
Raj Arjun,6.8
Raj Babbar,5.686842105263158
Raj Ballav Koirala,6.8
Raj Banerjee,9.7
Raj Kapoor,6.949295774647887
Raj Kiran,5.5
Raj Nidimoru,6.633333333333333
Raj Singh Arora,5.400000000000001
Raj Singh Chaudhary,6.5200000000000005
Raj Vasudeva,4.6
Raja,3.2
Rajan Deo,6.9
Rajan Sippy,5.15
Rajan Verma,4.8
Rajasekhar,6.2
Rajat Bakshi,3.3
Rajat Barmecha,8.1
Rajat Bedi,6.166666666666667
Rajat Kapoor,7.057142857142857
Rajbeer Singh,5.7
Rajeev Dassani,4.7
Rajeev Kanakala,4.9
Rajeev Khandelwal,6.1
Rajendra Gupta,5.3
Rajendra Kumar,6.513999999999999
Rajendra Prasad,5.8
Rajendranath Malhotra,5.4
Rajesh Bakshi,3.4666666666666663
Rajesh Bhardwaj,5.3
Rajesh Desai,8.2
Rajesh Khanna,6.575280898876405
Rajesh Khera,5.6
Rajesh Malik,6.0
Rajesh Mittal,5.35
Rajesh Sethi,4.6
Rajesh Tailang,7.3
Rajeshwari Sachdev,7.4
Rajinder Verma,6.3
Rajinikanth,6.161818181818181
Rajit Kapoor,6.8
Rajith Menon,5.8
Rajiv Kapoor,5.9399999999999995
Rajkumar,8.1
Rajkumar Bedi,6.6
Rajkumari,6.9
Rajkummar Rao,7.034782608695653
Rajniesh Duggall,5.123076923076923
Rajpal Yadav,6.0
Rajshree,4.8
Raju Kumar,7.2
Raju Mavani,4.1
Raju Singh,6.9
Rajveer Ankur Singh,8.3
Rajvirr Singh,6.2
Rajvvir Aroraa,7.3
Rakesh,2.4
Rakesh Bedi,4.86923076923077
Rakesh Khanna,6.5
Rakesh Roshan,5.949999999999999
Rakhee Gulzar,5.881132075471698
Raksha Mistry,4.300000000000001
Ram Awana,6.1
Ram Charan,3.2000000000000006
Ram Gopal Varma,5.900000000000001
Ram Kapoor,3.0666666666666664
Ram Pothineni,5.2
Raman Atre,6.6
Raman Trikha,2.6
Ramanjit Juneja,3.2999999999999994
Ramesh Puri,6.3
Rameshwari,7.900000000000001
Rana Daggubati,7.599999999999999
Rana Jung Bahadur,5.233333333333333
Ranbeeir Kalsi,3.3
Ranbir Kapoor,6.548780487804878
Randeep Hooda,5.903448275862068
Randhawa,6.0125
Randhir Kapoor,5.409090909090909
Rani Mukerji,5.685714285714286
Ranjan,4.6
Ranjana,7.7
Ranjeeta Kaur,7.3
Ranji Vijayan,6.599999999999999
Ranjit Bawa,7.3
Ranjit Kapoor,5.2
Ranjit Sood,5.900000000000001
Ranveer Singh,5.51304347826087
Ranvir Shorey,6.790909090909091
Raqesh Bapat,6.0
Rashid Ahmed,6.4
Rasika Dugal,6.85
Ratan Chopra,5.900000000000001
Rati Agnihotri,5.531578947368421
Ratin Banerjee,7.6
Ratna Bhooshan,8.1
Rattan Bai,6.2
Raushan Jha,7.4
Raveena Tandon,4.7875
Ravi Baswani,6.466666666666666
Ravi Chauhan,5.8
Ravi Chopra,6.2
Ravi Kishan,4.7
Ravi Sah,6.6
Ravi Tandon,6.2
Ravi Teja,5.119999999999999
Ravindra Sahu,6.1
Raz Rehman Ali,8.9
Raza Murad,5.85
Reem Shaikh,2.4
Reena Roy,5.7
Rehaan Engineer,5.900000000000001
Rehal Khan,3.5
Rehana,6.375
Rekha,5.395744680851064
Rekha Rana,5.5
Revathi,7.1
Rhea Chakraborty,5.65
Rhythm Arora,5.7
Richa Chadha,4.5857142857142845
Richa Pallod,5.1
Richard Harris,1.6
Rima Mishra,7.1
Rina Charaniya,5.3
Rinku Jaiswal,5.8
Rintu Thomas,8.1
Rishabh Vaidya,2.8
Rishi Bhummi,7.0
Rishi Bhutani,4.6
Rishi Kapoor,6.013207547169811
Rishi Verma,6.8
Rishy,7.7
Rita Bhaduri,5.788888888888889
Riteish Deshmukh,5.057894736842106
Rituparna Sengupta,4.357142857142857
Ritwick Chakraborty,5.6
Riya Deepsi,3.6
Robin Das,7.7
Robin Sikarwar,5.7
Robin Sohi,4.3
Rohan,3.2
Rohan Dey,7.4
Rohan Jardosh,4.4
Rohan Kapoor,4.1
Rohini Hattangadi,8.2
Rohit Krishnakant Nayyar,4.4
Rohit Roy,3.5
Ronit Jadhav,8.8
Ronit Roy,5.2375
Rono Mukherjee,6.099999999999999
Roopa Ganguly,4.7
Roopesh Kumar,6.9
Rose Laskar,5.8
Ruby Ahmed,3.6
Ruby Mayer,2.7
Ruchika Muchhala,6.099999999999999
Ruma Guha Thakurta,7.6
Rupa Bhimani,6.2
Rupak Ginn,7.5
Ruslaan Mumtaz,5.8
S. Panju,6.533333333333334
S. Ramanathan,6.8
S.A. Chandrashekhar,5.1
S.M. Iqbal,3.9
S.N. Banerjee,7.099999999999999
S.S. Vasan,7.2
S.U. Sunny,5.5
Saahil Prem,5.1
Saasha Aery,8.7
Saayli Buva,3.6
Sabita Devi,6.4
Sabitha Anand,6.0
Sabreen Baker,5.9
Sachendra Choubey,7.4
Sachiin Joshi,4.866666666666667
Sachin,5.475
Sachin Khedekar,7.459999999999999
Sachin Krishn,6.8
Sachin Pilgaonkar,7.116666666666667
Sachin Tendulkar,8.6
Sadashiv Amrapurkar,5.04375
Sadhana,7.15
Sadhana Singh,6.0
Sadhona Bose,6.800000000000001
Sadhvi Bhatt,6.0
Sadia Khateeb,3.7999999999999994
Sadiq Ali,7.7
Sadiya Siddiqui,6.2
Saeed Jaffrey,6.7
Saharsh Kumar Shukla,7.400000000000001
Saheem Khan,5.8
Sahil Akhtar,8.8
Sahil Anand,6.55
Sahil Khan,3.4
Sahil Mehta,5.3
Sahil Vaid,6.6
Sahilraj Dewangen,3.5
Saiba Babu,8.0
Saif Ali Khan,5.559375
Saira Banu,6.0600000000000005
Saiyami Kher,5.8
Sajad Khaki,6.6
Sajeel Parakh,6.2
Sajin Saleem,5.1
Salil Acharya,5.0
Salil Ankola,6.3
Salim Abubaker,6.2
Salim Amrohi,6.1
Salim Fateh,5.8
Salma Agha,4.6
Salman Khan,5.232857142857143
Sam Nagar,5.599999999999999
Sameer Dharmadhikari,4.550000000000001
Sameera Awasthi,5.5
Samiksha Bhatnagar,7.8
Samir Aftab,5.166666666666667
Samir Ahmed,6.6
Samir Soni,7.1
Samit Bhanja,7.5
Sammir Dattani,6.900000000000001
Sammy Jonas Heaney,3.0
Sampat Pal Devi,7.5
Sanaya Irani,5.0
Sandeep Bedi,5.3
Sandeep Bose,4.4
Sandeep Kulkarni,6.15
Sandeepa Dhar,5.95
Sandhya,6.5
Sangeeta Bijlani,6.0
Sanghmitra Hitaishi,6.9
Saniya Anklesaria,5.9
Sanjay Bhatia,5.5
Sanjay Chauhan,3.6
Sanjay Deyali,8.0
Sanjay Dutt,5.2612499999999995
Sanjay Gupta,5.7
Sanjay Kapoor,5.094117647058823
Sanjay Khan,5.626666666666667
Sanjay Khanna,4.2
Sanjay Mishra,6.992307692307692
Sanjay Mitra,7.7
Sanjay Sharma,5.279999999999999
Sanjay Singh,4.6
Sanjay Suri,7.083333333333333
Sanjeev Giriwer,6.4
Sanjeev Kumar,6.635087719298245
Sanoj R. Mishra,5.6
Sanya Malhotra,7.08
Sapna Awasthi,5.7
Sapna Sappu,4.957142857142857
Saqib Saleem,6.9125000000000005
Sara Khan,6.2
Sara Loren,5.1
Sarah Jane Dias,7.0
Sarah Wayne Callies,5.3
Sarath Babu,3.5
Sarita Joshi,7.3
Saroj Bhargava,2.9
Saroja Devi B.,6.075
Sarvadaman Banerjee,7.366666666666666
Sarvar Ahuja,4.2
Saswata Chatterjee,7.7
Satchit Puranik,3.6
Sathyan,7.7
Sathyaraj,4.4
Satish Kaushik,6.1
Satish Kumar,4.4
Satnam Kaur,6.3
Satyadev Dubey,7.1
Satyajeet,7.6
Satyanshu Singh,7.8
Saurabh Agarwal,7.1
Saurabh Choudhary,3.8
Saurabh Malik,4.0
Savita Bajaj,7.066666666666666
Sawroop Butta,7.3
Sayani Gupta,7.0
Seema,6.5
Seema Azmi,5.0600000000000005
Seema Bilong,6.1
Seema Biswas,6.0
Seema Deo,6.8
Seema Dogra,3.9
Serena Lorien,5.2
Shabana Afreen,7.2
Shabana Azmi,6.755737704918033
Shabana Raza,5.4
Shadaab Khan,3.7
Shadab Kamal,6.125
Shadab Khan,4.2
Shafiq Syed,8.0
Shagufta Ali,4.45
Shah Rukh Khan,6.584848484848485
Shahbaaz Khan,6.7
Shahbaz Baweja,6.2
Shaheed Latif,6.0
Shahid Kapoor,5.779999999999999
Shahnawaz Bhat,6.7
Shahu Modak,6.4
Shailendra Gaur,6.8
Shakeel Bharati,8.0
Shakila,6.25
Shakti Kapoor,4.9
Shakuntala Barua,7.4
Shakur Sir,4.2
Shammi Kapoor,6.892682926829269
Shamna Kasim,6.0
Shankanada Aravind,7.4
Shanta Apte,5.733333333333333
Shantanu Ray Chhibber,3.875
Shantaram Rajaram Vankudre,7.585714285714286
Sharad Kelkar,5.3
Sharad Ponkshe,5.7
Sharad S. Kapoor,4.6
Sharada,6.2
Sharada Devi,7.2
Sharan Anandani,6.7
Shardul Bharadwaj,7.4
Sharib Hashmi,6.533333333333334
Sharman Joshi,4.845454545454546
Sharmila Tagore,5.7
Shashank Arora,7.125
Shashank Udapurkar,4.9
Shashanka Ghosh,5.5
Shashi Kapoor,6.3065868263473055
Shatrughan Sinha,5.342553191489362
Shaurya Singh,6.8
Shawar Ali,3.7636363636363637
Sheeba,5.5
Shefali Shah,6.1000000000000005
Sheikh Fattelal,7.566666666666666
Sheikh Mukhtar,6.3428571428571425
Shekhar,7.4
Shekhar Kapur,6.233333333333333
Shekhar Suman,4.4
Sherlyn Chopra,4.666666666666667
Shilpa Shetty Kundra,3.6999999999999997
Shiney Ahuja,5.15
Shinnosuke Yakuwa,6.8
Shiv Darshan,2.6333333333333333
Shiv Kumar,6.2
Shiv Panditt,5.7
Shiva Rindani,4.3
Shiva Suryavanshi,8.6
Shivaji Ganesan,7.1
Shivaji Satam,6.1
Shivani Raghuvanshi,6.8
Shivarajkumar,7.3
Shobana,6.8
Shoma Anand,5.8
Shona Chabra,4.2
Shraddha Kapoor,5.04
Shravani Abhang,8.0
Shreedevi Chowdary,6.8
Shreyas Talpade,5.161111111111111
Shrivastava Anushka,4.1
Shriya Sharma,8.0
Shruti Haasan,5.7
Shubh Mukherjee,4.9
Shubham,5.4
Shubham Kumar Singh,7.3
Shubhanshu Satyadeo,9.0
Shubhi Ahuja,3.7
Shubhra Ghosh,4.0
Shubhradeep Chakravorty,6.7
Shweta,7.1
Shweta Basu Prasad,7.8
Shweta Bhardwaj,3.2999999999999994
Shweta Tripathi,7.0
Shyam Bharteey,8.8
Shyam Bhimsaria,7.9
Shyama,6.271428571428571
Siddharth,6.900000000000001
Siddharth Gupt,6.5
Siddharth Gupta,5.3
Siddharth Koirala,3.1
Siddharth Menon,6.3
Sidhant Gupta,4.6
Sidhant Kapur,5.0
Sidhant Salaria,4.8
Sidharth Bhardwaj,9.0
Sidharth Malhotra,5.779999999999999
Sikandar Khanna,6.3
Sikandar Kher,6.2
Simer Motiani,5.5
Simi Garewal,5.7
Sippy Gill,6.4
Sitara Devi,5.4
Smita Gondkar,7.3
Smita Patil,6.62
Soha Ali Khan,5.84
Sohail Khan,4.92
Sohan Borcar,6.0
Sohini Sarkar,7.6
Sohrab Ardeshir,5.8
Sohrab Modi,6.833333333333333
Som Dutt,5.7
Sombhu Mitra,8.2
Somesh Agarwal,6.471428571428571
Sonakshi Sinha,4.86
Sonali Bendre,5.5
Sonali Kulkarni,6.8
Sonam,3.6
Sonam Arora,6.5
Sonam Kapoor,5.692857142857143
Sonarika Bhadoria,3.1
Soni Razdan,5.9
Sonia Albizuri,4.533333333333333
Sonu Chourasia,5.599999999999999
Sonu Nigam,3.6
Sonu Sood,5.477777777777778
Sooraj Balaji,3.1
Sooraj Pancholi,3.814285714285714
Sooraj R. Barjatya,4.2
Sophiya Chaudhary,3.7
Sorabh Chauhan,6.8
Soumi Saha,8.9
Soumitra Chatterjee,7.3
Soumyak Kanti DeBiswas,7.0
Soundarya,5.6
Soundarya Sharma,7.3
Sourabh,3.9
Sourabh Arora,7.5
Sreelekha Mitra,5.6
Sreenath Janardhanan,6.900000000000001
Sridevi,5.9639999999999995
Srishti Gautam,7.8
Sritam Das,7.900000000000001
Srivinay Salian,4.7
Steven a Dsouza,7.1
Subhash Ahuja,7.5
Subodh Mitra,6.5
Subrat Dutta,6.171428571428572
Suchitra Sen,7.833333333333333
Sudeep,5.74
Sudesh Kumar,4.5
Sudha Chandran,5.8
Sudhanshu Pandey,4.3
Sudhir Dalvi,6.966666666666666
Sudhir Kumar,8.4
Suhasini,8.0
Sujata Mehta,6.65
Sulabha Arya,6.0
Sulabha Deshpande,5.9
Sulagna Panigrahi,8.4
Sulochana Chatterjee,6.3
Sulochana Latkar,5.900000000000001
Suman Ranganath,5.7
Sumana Mukherjee,6.0
Sumanth,4.5600000000000005
Sumeet Saigal,3.125
Sumeet Vyas,5.4
Sumit Arora,6.3
Sumit Gulati,8.2
Sumit Nijhawan,5.8
Suneil Anand,5.9
Sunidhi Chauhan,6.779999999999999
Sunil Barve,5.9
Sunil Dhawan,4.8
Sunil Dutt,6.346913580246913
Sunil Kumar Agrawal,4.3
Sunil Pal,4.6
Sunil Sharma,6.9
Sunil Shetty,4.634285714285714
Sunil Singh,3.6
Sunil Sukthankar,5.7
Sunil Tiwari,4.0
Sunny Deol,5.025547445255475
Sunny Hinduja,7.400000000000001
Sunny Kaushal,6.125
Sunny Leone,3.5
Sunny Pawar,6.5
Sunny Sachdeva,8.3
Sunny Singh,3.2
Suraiya,6.8625
Suraj Sharma,7.900000000000001
Surekha,6.0
Surendra,7.06
Surendra Kumar,6.1
Suresh,6.5
Suresh Bhagwat,7.8
Suresh Chatwal,6.7
Suresh Gopi,5.233333333333333
Suresh Oberoi,5.833333333333333
Suresh Thomas,5.400000000000001
Suriya,9.1
Sushama Deshpande,6.9
Sushant Singh,5.45
Sushant Singh Rajput,6.8090909090909095
Sushma Ahuja,4.6
Sushmita Sen,5.255555555555556
Suvahhdan Angre,7.3999999999999995
Suzanne Bernert,5.0
Svar Kamble,7.2
Swara Bhaskar,5.375
Swaran Lata,7.2
Swaroop Kanchi,6.400000000000001
Swaroop Khan,6.7
Swarup Dutt,7.2
Sylvester Stallone,3.9
T.K. Desai,6.3
T.R. Narasimharaju,8.0
T.S. Balaiah,6.599999999999999
Taapsee Pannu,6.721428571428571
Tabrez Hashmi,4.0
Tabu,5.421428571428571
Talat Jani,3.2999999999999994
Talat Mahmood,6.316666666666666
Talha Arshad Reshi,7.8
Tania Nazmeen Dean,4.7
Tanikella Bharani,4.55
Tanima Bhattacharya,7.4
Tanishaa Mukerji,4.4
Tanmay Bhat,8.6
Tanmay Dhanania,3.4
Tannishtha Chatterjee,6.675
Tanuj Virwani,4.966666666666667
Tanuja,6.166666666666667
Tanushree Dutta,4.2
Tanveer,5.7
Tanveer Ahmad,3.2000000000000006
Tanveer Hashmi,2.5
Tanvi Jain,7.2
Tapas Pal,6.733333333333333
Tara Deshpande,6.0
Tara Sharma,4.5
Tarun Arora,4.5
Tarush Waghela,6.5
Teeshay,5.7
Tejaswini Manogna,9.3
Tharun Bhascker Dhaassyam,5.0
Thilakan,1.9
Tia Bajpai,5.900000000000001
Tiger Shroff,3.25
Tillotama Shome,7.7
Tina Ambani,4.75
Tinku,6.3
Tinnu Anand,5.514285714285714
Tod Polson,5.900000000000001
Todd Howard,3.4
Tom Alter,5.277777777777778
Tony Pietra Arjuna,5.599999999999999
Tottempudi Gopichand,5.833333333333333
Trimala Adhikari,7.800000000000001
Tripti Dimri,6.599999999999999
Trivikram Mattoo,7.9
Tulika Banerjee,6.1
Tulip Joshi,7.7
Tulsi Ramsay,5.775
Tushar Dalvi,6.2
Tushar Jalota,3.6
Tushar Pandey,6.7
Tusshar Kapoor,4.381818181818182
U.R. Ananthamurthy,7.8
Uday Chopra,4.25
Udayan Banerjee,6.3
Udita Goswami,3.6
Ujjwal Rana,5.9
Umesh Kamat,6.5
Umesh Mehra,5.96
Upendra Limaye,5.5
Urmila Bhatt,6.7
Urmila Matondkar,5.705882352941177
Urvashi Rautela,3.3125
Usha Bachani,5.666666666666667
Usha Kiran,6.7
Usha Sharma,8.3
Utkarsh Sharma,5.3
Utpal Dutt,6.536363636363637
Utpal Sinha,7.8
Uttam Halder,6.8
Uttam Kumar,7.114285714285714
Uttar Kumar,6.6
V. Menon,6.2
V. Ravichandran,5.3
Vaarssh Bhatnagar,3.6
Vadivelu,3.1
Vaibhav Khisti,9.4
Vandana Asthana,8.1
Vani Vashishth,5.9
Vansh Bhardwaj,5.4
Vardhan Puri,8.0
Varsha Agnihotri,5.7
Varun Bhagwat,6.099999999999999
Varun Dhawan,5.178260869565217
Vasili Pronin,7.0
Vats Amit,4.3
Vatsal Sheth,5.2
Veena Malik,2.7
Venkatesh Daggubati,6.08
Vibha Chhibber,6.2
Vickrant Mahajan,5.9
Vicky Ahuja,4.6571428571428575
Vicky Bhalla,2.8
Vicky Kaushal,6.811111111111111
Victor Banerjee,6.364705882352942
Vidit Kumar,3.25
Vidya Balan,6.7700000000000005
Vidya Sinha,7.3
Vidyut Jammwal,6.0285714285714285
Vijay Aidasani,6.6
Vijay Anand,7.400000000000001
Vijay Arora,5.949999999999999
Vijay Mahar,9.3
Vijay Maurya,6.9
Vijay Raaz,7.2
Vijay Sharma,4.2
Vijay Varma,7.3
Vijay Verma,6.2
Vijayakanth,4.8
Vijayalalitha,7.5
Vijayendra Ghatge,2.8
Vikas Anand,5.364705882352942
Vikas Balian,6.9
Vikas Bangar,6.5
Vikas Kalantri,5.4
Vikram,6.3625
Vikram Chatterjee,6.8
Vikram Chatwal,5.6
Vikram Chopra,3.3
Vikram Gokhale,5.599999999999999
Vikram Kochhar,6.3
Vikram Makandar,5.7
Vikrant Massey,5.7
Vimal Chandra Pandey,7.2
Vinamrata Rai,6.8
Vinay Ambast,7.2
Vinay Anand,6.875
Vinay Apte,6.4
Vinay Pathak,6.184
Vinay Rai,3.2999999999999994
Vinay Sapru,5.3875
Vinay Shukla,8.7
Vinay Subramanian,7.6
Vinay Virmani,5.775
Vineet Kumar Singh,7.9
Vinit Kanojia,8.4
Vinod Acharya,5.275
Vinod K. Verma,5.0
Vinod Khanna,5.736
Vinod Kumar,7.7
Vinod Mehra,5.638888888888889
Vinod Pande,4.2
Vir Das,5.4
Vira Sathidar,7.7
Virender Razdan,4.0
Vishal,5.066666666666666
Vishal Acharya,6.1
Vishal Arya,8.3
Vishal Chaturvedi,4.6
Vishal Desai,6.0
Vishnu Manchu,7.9
Vishnuvardhan,8.5
Vishwa Bhanu,9.3
Vivaan Shah,6.6
Vivek Anand,6.3
Vivek Mushran,4.185714285714286
Vivek Oberoi,4.955172413793103
Vyjayanthimala,6.306896551724138
Waheeda Rehman,6.525925925925925
Wamiqa Gabbi,6.3
William Cully Allen,6.4
Y.V.S. Chowdary,7.5
Yami Gautam,5.7
Yasef Calder�n,4.2
Yash Agarwal,6.1
Yash Baba,7.2
Yash Dave,5.599999999999999
Yash Krishnani,5.400000000000001
Yash Shetty,8.0
Yash Soni,7.3
Yashaswini Dayama,5.4
Yashit Duggal,6.9
Yashpal Sharma,6.6
Yogeeta Bali,5.95
Yogesh Raj Mishra,5.1
Yoggitta Dandaykar,6.3
Yogita Deshmukh,5.4
Yusuf Qasmi,6.2
Yuvraj Kumar,7.5
Zackie Achmat,7.7
Zaheer Iqbal,6.9
Zahid Ali,4.3
Zain Khan,5.599999999999999
Zaira Wasim,7.8
Zakir Hussain,7.3
Zameer Ashai,6.7
Zareen Khan,4.05
Zarina Wahab,2.6
Zayed Khan,4.575
Zeenat Aman,6.1947368421052635
Zenia Starr,7.400000000000001
Zulfi Sayed,5.2
