Actor 2,MeanRating
Amrita Rao,5.923529411764706
Amrita Singh,5.64
Amruta Khanvilkar,4.085714285714286
Amruta Subhash,6.7
Amy Jackson,5.45
Amy Maghera,5.1
Amyra Dastur,3.983333333333333
Anaitha Nair,7.1
Anamitra Roy,6.1
Anand Balraj,6.9
Anand Tiwari,7.7
Anant Nag,6.8
Ananth,4.6
Ananth Narayan Mahadevan,6.35
Ananya Panday,2.25
Andrea Miglio Risi,6.3
Andrew Shaver,5.6
Angira Dhar,7.2
Anil Chaudhary,6.3
Anil Chouhan,5.4
Anil Dhawan,6.728571428571429
Anil George,6.5
Anil Kapoor,5.3786885245901646
Anil Nagrath,4.3
Anil Reji,6.3
Anindita Chatterjee,3.0
Anirban Bhattacharya,7.8
Anita Ayoob,4.3
Anita Das,5.9
Anita Guha,6.9125000000000005
Anita Hassanandani Reddy,4.68
Anita Kanwar,7.166666666666667
Anita Raj,5.2368421052631575
Anjaan,8.0
Anjala Zaveri,5.319999999999999
Anjali,5.6
Anjali Abrol,3.7
Anjali Devi,5.766666666666667
Anjali Jathar,4.833333333333333
Anjali Paigankar,6.9
Anjali Pandey,8.6
Anjali Patil,6.3
Anjan Dutt,6.199999999999999
Anjan Srivastav,7.4
Anjana Mumtaz,6.2
Anju Kurian,5.4
Ankita,4.4
Ankita Parihar,5.400000000000001
Ankur Vikal,7.18
Annapoorna,6.0
Annu Akade,7.8
Annu Kapoor,6.366666666666667
Anoma Pabuwal,6.0
Anoop Chandran,3.2
Anoop Kumar,7.333333333333333
Ansh Bagri,7.3
Ansh Gupta,5.0
Anshul Chobey,7.2
Anshuman Jha,6.9799999999999995
Antara Mali,4.05
Anu Agrawal,5.9399999999999995
Anu Choudhury,9.1
Anubhav Dhir,5.9
Anuj Sawhney,4.575
Anup Soni,5.5600000000000005
Anupam Kher,5.090476190476191
Anupam Maanav,4.7
Anupama,7.35
Anuradha,5.6
Anuradha Patel,4.68
Anurag Jha,5.400000000000001
Anurag Kashyap,6.185714285714286
Anurag Sinha,6.2
Anurita Jha,4.6
Anusha Bose,6.3
Anushka Ranjan,3.8
Anushka Sharma,6.3500000000000005
Anushka Shetty,5.68
Anwar Hussain,5.883333333333333
Aparajita,4.119999999999999
Aparna Sen,7.066666666666666
Apeksha,6.7
Apeksha Bhat,7.1
Apoorva Lakhia,5.7
Apurva Godbole,4.0
Aqib Afzaal,5.7
Aradhya Taing,5.1
Arbaaz Khan,6.38
Archana,5.566666666666666
Archana Gautam,6.2
Archana Kotwal,3.2999999999999994
Archana Puran Singh,6.6
Arfi Lamba,5.599999999999999
Ariana Ayam,5.1
Arif Khan,5.6
Arif Zakaria,6.266666666666667
Arindita Kalita,6.8
Arjan Bajwa,5.0
Arjun,4.666666666666667
Arjun Fauzdar,2.7
Arjun Kapoor,4.457894736842105
Arjun Mathur,6.2
Arjun Rampal,5.325
Arjun Sarja,6.900000000000001
Armaan Sandhu,8.3
Arman Kohli,2.92
Armie Hammer,7.599999999999999
Armin Amiri,2.9
Arnali Das,6.8
Arpita Banerjee,8.9
Arsh Deol,4.5
Arshad Khan,5.9
Arshad Warsi,6.013793103448276
Arshin Mehta,7.3
Arun,5.966666666666666
Arun Bakshi,5.05
Arun Govil,7.35
Arun Khopkar,7.5
Aruna Irani,6.4
Aruna Shields,4.2
Arunava Adhikari,7.5
Arunoday Singh,3.0
Arvind,6.2
Arvind Gaur,5.3
Arvind Joshi,4.0
Arvind Kejriwal,8.7
Arvind Kumar,7.3999999999999995
Arvind Swamy,7.0
Arya Dave,6.6
Aryan Neeraaj Anand,9.0
Aryan Vaid,4.433333333333334
Aryeman Ramsay,4.45
Arzoo Dandyan,6.7
Asawari Joshi,5.6
Asha Mathur,6.3
Asha Parekh,6.873529411764705
Asha Sachdev,5.7
Asheem Chakravarty,8.9
Ashish Kattar,5.8
Ashish Kumar,6.6000000000000005
Ashish Vidyarthi,7.6
Ashlin Harris,6.8
Ashmit Patel,4.413333333333333
Ashok Asrani,4.8
Ashok Awasthi,4.6
Ashok Banthia,6.6
Ashok Barot,4.6
Ashok Insan,6.7
Ashok Kumar,6.317073170731708
Ashrut Jain,6.5
Ashutosh Rana,5.4875
Ashwin Krishna Gaur,8.8
Ashwini Agarwal,7.2
Ashwini Bhave,5.114285714285714
Ashwini Kalsekar,4.0
Asif Basra,5.066666666666666
Asin Thottumkal,5.322222222222222
Asit Kumar Sen,7.2
Aslam Khan,3.4
Asrani,5.294444444444444
Athiya Shetty,3.5
Atul Agnihotri,5.1000000000000005
Atul Kulkarni,6.461111111111111
Aubrey K. Miller,5.8
Audrie Woodhouse,4.2
Avani Modi,4.2
Avinash,4.6
Avinash Baviskar,5.2
Avinash Tiwary,6.599999999999999
Avinash Wadhawan,5.3
Avtar Gill,5.45
Awanish Kotnal,9.4
Ayan Banerjee,7.2
Ayesha Jhulka,5.042105263157895
Ayesha Kapoor,6.400000000000001
Ayesha Shroff,6.1
Ayesha Takia,5.630434782608695
Ayush Pathak,7.2
Ayushmann Khurrana,6.3
Azaad Irani,5.779999999999999
Azb Dahal,5.2
Aziz Naser,6.6
Azra,6.2
B. Nandrekar,7.2
B.V. Nandini Reddy,5.0
Babbu Mann,6.2
Babita Ashiwal,8.3
Babita Bhardwaj,7.2
Babita Kapoor,6.233333333333333
Baby Sonu,7.8
Baby Vijaya,5.8
Badri Singh,8.2
Badshah,4.0
Bahadur,6.5
Balraj,5.3
Balraj Sahni,6.694444444444445
Balwant Dullat,3.8
Bambi,6.9
Banita Sandhu,7.5
Barry John,7.275
Barun Chakraborty,7.6
Bashir Baba,6.8
Beena Banerjee,4.983333333333333
Benjamin Gilani,7.0
Benny John,9.0
Bhagyashree,7.625
Bhairavi Athavle,8.4
Bhanu Bannerjee,7.2
Bhanupriya,5.642857142857143
Bharat Bhushan,6.5120000000000005
Bharat Dungrani,3.4
Bharat Gopy,7.1
Bharat Kaul,6.2
Bharathi,6.9
Bharathi Jain,7.2
Bhavana,7.2
Bhavana Bhatt,5.5
Bhisham Kohli,5.7
Bhoomika Chawla,5.671428571428571
Bhumi Pednekar,7.033333333333333
Bidita Bag,5.7
Bijesh Jayarajan,4.5
Bilal Amrohi,3.3
Bina,6.4
Bina Rai,6.2727272727272725
Bindiya,6.3
Bindiya Goswami,6.523076923076923
Bindu,5.900000000000001
Bipasha Basu,4.426666666666667
Birbal,5.571428571428571
Biswajit Chakraborty,5.1
Biswajit Chatterjee,6.416666666666667
Biswanath Basu,5.4
Biswarup Biswas,5.4
Bobby,6.1
Bobby Darling,3.3166666666666664
Bobby Deol,5.317241379310345
Boman Irani,6.333333333333333
Brahmanandam,5.841666666666666
Bramhaswaroop Mishra,7.6
Brendra N. Gochhikar,7.900000000000001
Brij Gopal,4.95
Brijendra Kala,5.425
Bruce Parry,7.4
Bunty Behl,5.3
Bunty Soorma,4.9
C.S. Dubey,6.425
Cajole Kapoor,6.400000000000001
Camilla Belle,5.7
Candice Boucher,4.4
Carl Weyant,5.0
Catherine Fallows,6.7
Catherine Tresa,5.3
Celina Jaitly,3.272727272727273
Chamak Chamkila,6.6
Chand Usmani,6.400000000000001
Chandan Bisht,6.8
Chandan Kumar,5.3
Chandan Roy Sanyal,7.7
Chandni,6.066666666666667
Chandra Shekhar Dutta,7.1
Chandrachur Singh,3.6125
Chandrakant,8.3
Chandrakant Gokhale,5.7
Chandramohan,7.7
Chandrashekhar,4.525
Chandrima Bhaduri,6.0
Change Ji,5.4
Charanpreet Insan,6.599999999999999
Charlie,6.0
Charmy Kaur,4.0
Charu Asopa,5.6
Charul Bhavsar,6.8
Cherry Mardia,4.9
Chetan Aneja,3.6
Chetan Hansraj,8.2
Chetan Sharma,7.4
Chinnijayanth,6.900000000000001
Chinnu Kuruvila,6.900000000000001
Chirag Saluja,6.3
Chiranjeevi,6.4
Chitra,5.5
Chitram Basha,6.8
Chitrangada Chakraborty,7.699999999999999
Chitrangda Singh,6.033333333333333
Chitrapama,3.2999999999999994
Chitrashi Rawat,7.4
Chriselle Almeida,4.9
Christina Ricci,4.1
Chunky Panday,5.722222222222222
Chutki,5.7
Corin Nemec,7.6
Cyprus Dastoor,7.1
Cyrus Broacha,8.6
Daisy Bopanna,3.2
Daisy Shah,4.633333333333333
Dalip Tahil,5.185714285714285
Dan Dhanoa,5.8
Danish Bhatt,3.8
Danny Denzongpa,5.8875
Dara Singh,5.925
Darshan Jariwala,6.75
Darsheel Safary,8.4
David Abraham,7.4
David Arquette,6.9
David Hinds,8.1
Daya Dongre,4.5
Daya Shankar Pandey,6.2
Deb Mukherjee,6.6
Debu Bose,6.9
Deeksha Seth,4.9
Deep Bhattacharya,7.8
Deep Dhillon,5.8
Deepa Sahi,5.15
Deepak Antani,7.6
Deepak Dobriyal,7.9
Deepak Parashar,5.2
Deepak Shankar,4.8
Deepal Shaw,6.5
Deepans Garge,5.8
Deepanshu Malik,5.5
Deepika Amin,7.6
Deepika Chikhalia,5.166666666666667
Deepika Padukone,6.121951219512195
Deepti Naval,7.2727272727272725
Denise Richards,3.9
Desh Gautam,7.2
Dev Anand,6.74
Devaraj,6.5
Deven Verma,5.0
Devraj,7.4
Devshi Khanduri,5.2
Dhanshree Jain,6.4
Dhanush,6.8
Dharmendra,6.302469135802469
Dharmendra Ahirwar,7.2
Dharmendra Singh,4.9
Dheeraj Bishnoi,5.7
Dhritiman Chatterjee,7.5
Dhruv Bali,6.099999999999999
Dia Mirza,4.77391304347826
Diamber,3.8
Diana Penty,5.775
Digangana Suryavanshi,5.2
Dilip Kumar,6.905714285714286
Dilip Prabhavalkar,6.1
Dilip Raj,6.8
Dilip Roy,5.5
Diljit Dosanjh,6.099999999999999
Dimple,4.3
Dimple Kapadia,5.372881355932203
Dina Pathak,7.1
Dinesh,4.8
Dinesh Hingoo,4.6875
Dinesh Lamba,4.4
Dino Morea,4.2625
Dinshaw Bilimoria,2.7
Dinyar Contractor,4.2
Dipti Dhotre,4.4
Disha Pandey,5.2
Disha Patani,3.0
Diveyaa Dwivedi,6.2
Divya Bharti,5.75
Divya Chouksey,6.1
Divya Dutta,4.861538461538462
Divya Rana,4.666666666666667
Divyaa Dwivedi,4.9399999999999995
Divyanka Tripathi Dahiya,7.4
Divyendu Sharma,6.699999999999999
Dolly Bindra,2.1
Dolly Chawla,4.2
Don McKellar,5.4
Donald Burman,4.4
Dulquer Salmaan,5.8999999999999995
Durga Khote,7.7
Durgadas Bannerjee,7.0
Dwij Yadav,4.8
Edie Mirman,6.8
Edilsy Vargas,7.4
Eesha Agarwal,5.7
Ekavali Khanna,6.3
Eklavey Kashyap,6.8
Eknath Kamble,6.0
Elena Kazan,5.5
Elizer Bareh,7.0
Ellora Patnaik,6.0
Emon Chatterjee,9.7
Emraan Hashmi,5.838095238095238
Erica Fernandes,6.7
Ermeline,5.3
Esha Deol,4.266666666666667
Esha Gupta,2.6
Esshan Khan,6.3
Ettienne Couthino,6.7
Faisal Khan,6.8
Falah Faisal,7.2
Farah Karimaee,2.6
Fardeen Khan,4.882758620689655
Farha Khan,5.2
Farha Naaz,5.071428571428571
Farhan,4.0
Farhan Akhtar,7.588888888888889
Farheen,5.180000000000001
Farheen Khan,7.7
Farid Amiri,3.4
Farida Jalal,7.8
Farogh Jafri,8.0
Farooq Shaikh,6.538461538461538
Faryal,5.9
Fathima Babu,4.55
Fatima Sana Shaikh,5.9
Fawad Khan,6.4
Fefsi Vijayan,3.1
Felicity Kendal,6.8
Felicity Mason,7.0
Feroz Khan,6.435294117647058
Flora Saini,4.771428571428571
Florian Lukas,7.099999999999999
Furqan Merchant,5.900000000000001
G. Ananthappa,7.8
G.M. Kumar,6.0
Gabriela Bertante,3.6
Gabriella Wright,5.6
Gagan Guru,5.8
Gagansharmaknl,8.1
Gajanan Jagirdar,7.2
Gajendra Chauhan,4.64
Ganesh Acharya,6.3
Ganesh Venkatraman,3.9
Ganraj Jadhav,6.8
Garima,6.9
Gauahar Khan,4.7
Gaurav Bajaj,5.400000000000001
Gaurav Gautam,5.25
Gaurav Paswala,4.2
Gaurav Sharma,8.1
Gauri,7.1
Gauri Khopkar,5.2
Gauri Shankar,4.2
Gautam Gulati,2.9
Gautam Rode,3.6
Gavie Chahal,6.7
Gayatri,4.5
Gayatri Joshi,8.2
Geeta Bali,7.1466666666666665
Geetanjali Singh,7.099999999999999
Geetanjali Thapa,7.122222222222222
Geetika Tyagi,4.0
Gemini Ganesan,7.25
Genelia D'Souza,6.1461538461538465
Gillian Anderson,6.7
Gillian Pinto,9.1
Girish,5.4
Girish Karnad,6.4
Girish Taurani,5.7
Glenn,2.7000000000000006
Gopi Desai,7.1
Gouri Mahato,8.2
Govind Namdeo,4.2
Govinda,5.126086956521739
Gracy Singh,4.742857142857143
Guddi Maruti,6.0
Gul Panag,6.625
Gulnaz Siganporia,8.6
Gulshan,3.4
Gulshan Bawra,8.6
Gulshan Devaiah,6.08
Gulshan Grover,5.752380952380952
Gulshan Pandey,7.0
Gulzar,7.0
Gurdas Maan,5.5
Gurfareen Bano,6.400000000000001
Gurmeet Ram Rahim Singh,6.119999999999999
Gurpreet Ghuggi,5.4
Gurpreet Kaur Chadha,6.0
Gurpreet kaur Sodhi,3.2
Guru Dutt,7.257142857142857
Habib Al Aidroos,5.3
Hameed Butt,6.4
Hanif Hilal,4.2
Hansika Motwani,4.5
Harbans Darshan M. Arora,6.066666666666666
Harish,3.6
Harish Bhimani,6.5
Harish Khanna,7.050000000000001
Harry Key,7.5
Harsh Chhaya,3.942857142857143
Harsh Kumar,7.8
Harsh Lunia,5.7
Harsha Mehra,4.3
Harshaali Malhotra,8.0
Harshvardhan Rane,7.44
Hashmat Khan,5.1
Hasleen Kaur,2.7
Hatha Yogi Baba,7.3
Hayley Cleghorn,5.6
Heena Shaik,6.4
Heenee Kaushik,3.8
Helen,4.3999999999999995
Hema Chaudhari,6.7
Hema Malini,6.274757281553398
Hemant Birje,4.4875
Hemavaishnave,5.7
Hetal Gada,7.9
Himalaya,3.2999999999999994
Himansh Kohli,5.4
Himanshu Malik,7.5
Himanshu Rai,6.2
Himarsha Venkatsamy,6.400000000000001
Himayat Ali,8.8
Hina Khan,4.8
Hina Tasleem,3.9
Holly Gilbert,5.5
Hrishitaa Bhatt,5.5600000000000005
Hrithik Roshan,5.8500000000000005
Hritu,3.2
Hsieh Chang Hai,6.2
Huma Qureshi,5.68
Humaima Malik,6.1
I.S. Johar,6.720000000000001
Ibra Khan,3.5
Iftekhar,5.9
Ihana Dhillon,6.4
Ila Arun,7.5
Ileana D'Cruz,5.618181818181818
Ilene Hamann,5.2
Imaaduddin Shah,7.3
Imran,4.5
Imran Abbas,3.1
Imran Ali,6.1
Imran Khan,5.72
Inaamulhaq,7.3
Inder Kumar,4.7
Indrajeet Soni,3.9
Indrajith Sukumaran,6.7
Indraneel Bhattacharya,7.3
Indraneil Sengupta,6.35
Indrani Dutta,6.7
Indrani Haldar,6.5
Indrani Mukherjee,6.9
Indrisha Basu,7.9
Indu Prasad,7.3
Indumati,4.2
Inshika Bedi,5.9
Iqbal Khan,4.6
Iqbalnath Kaul,6.9
Ira Dubey,6.6
Irfan Khan,7.5
Iris Maity,5.0
Irrfan Khan,5.716129032258065
Isabelle Adjani,3.8
Isabelle Kaif,1.8
Isaiah,4.2
Isha Keskar,6.2
Isha Koppikar,5.1
Isha Sharvani,4.2
Ishaan Khattar,4.5
Isheta Sarckar,6.7
Ishita Chauhan,5.3
Ishita Dutta,4.4
Ishita Raj,4.4
Ishita Salot,4.4
Ishrat Ali,4.3999999999999995
Israil Khan,4.1
Izabelle Leite,6.3
J.D. Chakravarthi,5.0
J.P. Chandrababu,6.599999999999999
Jackie Shroff,5.0462686567164186
Jackky Bhagnani,4.3
Jacqueline Fernandez,4.18235294117647
Jafar Abbas,6.5
Jagadish,6.3
Jagat Singh Jakhar,8.3
Jagdeep,5.2
Jahina Mulla Qureshi,6.4
Jalal Agha,6.5
Jameel Khan,6.2
James Fox,5.8
Jamuna,6.3999999999999995
Janardhana Rao Arja,7.8
Jannat Ansari,2.7
Jas Arora,4.5
Jasleen Matharu,3.6
Jasmin,5.88
Jasmine Kaur,1.6
Jaspal Bhatti,7.4
Jass Boparai,8.9
Jassie Gill,6.8
Jaswant Saggo Jas,6.6
Jaswinder Gardner,6.0
Javed Jaffrey,5.588888888888889
Javed Khan,3.4499999999999997
Jay Thakur,5.0
Jaya Bachchan,7.082857142857143
Jaya Prada,5.632558139534884
Jayamalini,5.8
Jayant,7.3
Jayant Kripalani,7.4
Jayaprakash Radhakrishnan,6.7
Jayashree,6.775
Jayashree Basavaraj,7.2
Jaymala Adarsh,6.0200000000000005
Jayshree Arora,6.6
Jayshree Gadkar,5.9625
Jayshree T.,4.7
Jean Denis R�mer,5.9
Jean-Marie Lamour,6.2
Jeetendra,5.6000000000000005
Jeevan,6.2
Jeevan Kala,7.3
Jehanara Kajjan,6.1000000000000005
Jeremy Sisto,5.3
Jhataleka Malhotra,4.5
Jhony Nirmal,5.2
Jhuma Biswas,4.95
Jiah Khan,5.4
Jillo,6.3
Jim Sarbh,7.6
Jimmy Sheirgill,5.811764705882353
Jitender Bhargava,2.6
Jitendra Kumar,5.8
Jividha Sharma,4.3
Joanne Da Cunha,6.0
Joemon Joshy,5.3
Joginder Shelly,5.0
John Abraham,5.443333333333333
John Gielgud,8.0
Johnny Janarden,3.5
Johnny Lever,4.5
Joshua Fredric Smith,3.2999999999999994
Joy Mukherjee,5.8
Joy Sengupta,6.2
Jugal Hansraj,4.6
Juhi Chawla,5.878313253012048
Julie Tejwani,6.5
Juni,3.6
Junior Amitabh Bachchan,4.0
Jyothi Lakshmi,4.4
Jyoti Bagat,7.3
Jyoti Sethi,6.0
Jyoti Sharma,5.2
Jyotika,6.4
K. Balaji,7.5
K.B. Athavale,6.599999999999999
K.J. Linhein,6.4
K.K. Goswami,5.1
K.K. Raina,6.85
K.S. Ashwath,7.099999999999999
Kaajal Kiran,5.466666666666666
Kabir Bedi,5.16875
Kabir Sajid,6.3
Kader Khan,4.575
Kahaan,7.8
Kainaz Motivala,5.9
Kajal Aggarwal,5.6499999999999995
Kajal Solanki,7.4
Kajol,6.2625
Kalipada Chakraborty,7.3
Kalki Koechlin,5.985714285714286
Kalpana Bhattarai,8.2
Kalpana Kartik,6.840000000000001
Kalpana Mathur,3.9
Kalpana Pandit,6.0
Kalyani Thakkar,2.9
Kamal Haasan,6.34
Kamal Kapoor,7.0
Kamala Kotnis,7.1
Kamini Bhatia,5.2
Kamini Kadam,6.633333333333333
Kamini Kaushal,6.925
Kamna,3.7
Kamran,2.8
Kanan Devi,6.3
Kanauj Kumar,6.5
Kanchan,4.3
Kanchan Awasthi,5.2
Kangana Ranaut,5.364705882352942
Kanti Shah,5.3
Kanwaljit Singh,4.9
Kapil Sharma,5.7
Karamveer Choudhary,7.0
Karan Ashar,5.85
Karan Bhanushali,6.4
Karan Dave,7.1
Karan Dewan,6.8999999999999995
Karan Johar,5.62
Karan Kapadia,6.2
Karan Kapoor,6.0
Karan Kundra,4.5
Karan Shah,4.45
Karan Singh Grover,4.233333333333333
Karann Nathh,2.4
Karanvir Malhotra,5.4
Karanvir Sharma,5.75
Kareena Kapoor,5.655555555555556
Karen Elliot,5.9
Karhan Dev,6.8
Karishma,5.7
Karishma Kotak,7.1
Karishma Sharma,3.8
Karisma Kapoor,4.921538461538461
Karthika,7.599999999999999
Kartik Aaryan,4.2
Kartika Rane,6.066666666666667
Karunas,3.7000000000000006
Kashish,5.7
Kashish Khurana,6.3
Kashmira Shah,4.640000000000001
Katrina Kaif,5.795918367346939
Kaushal,5.7
Kaushik Banerjee,5.6
Kavin Dave,4.933333333333334
Kavita Joshi,6.6
Kavita Kiran,5.4
Kavya Trehan,5.0
Kay Kay Menon,6.128571428571428
Kenneth Desai,6.4
Keshavrao Date,6.9
Khurshid Begum,7.5
Khushboo Khan,3.6
Khushboo Purohit,5.3
Khushi Hajare,6.8
Kiara Advani,5.9
Kiku Sharda,6.1
Kim,6.5
Kim Sharma,4.6
Kimi Katkar,4.985714285714286
Kiran D Patil,8.1
Kiran Janjani,4.4
Kiran Kumar,3.6666666666666665
Kiran Rathod,6.25
Kirit Aray,6.1
Kirron Kher,6.6
Kirti,5.5
Kirti Kulhari,5.4799999999999995
Kirti Reddy,3.0
Kirti Singh,3.9
Kishore Kadam,7.4
Kishore Kumar,6.338888888888889
Koel Purie,5.900000000000001
Koena Mitra,5.7
Konkona Sen Sharma,7.03125
Koyel Mallick,5.7
Kranti Prakash Jha,6.099999999999999
Krishan Hooda,7.2
Krishna Abhishek,6.266666666666666
Krishna Bhatt,4.88
Kriti Kharbanda,5.633333333333333
Kriti Malhotra,7.0
Kriti Sanon,5.85
Kritika Kamra,6.9
Kritika Sachdeva,2.1
Kshitee Jog,6.7
Kubbra Sait,7.0
Kuber Sarup,7.6
Kulbhushan Kharbanda,6.7625
Kulbir Badesron,5.3
Kuldeep Chaturvedi,5.0
Kulraj Randhawa,4.1
Kumar Amlendu,6.099999999999999
Kumar Gaurav,6.4
Kumar Gautam,2.8
Kumar Govind,5.599999999999999
Kumar Iyengar,4.6
Kumari Naaz,7.1
Kumkum,5.627272727272727
Kumud Bole,6.0
Kumud Chuggani,4.4
Kumud Mishra,5.0
Kunaal Roy Kapur,5.8
Kunal Khemu,5.3
Kunal Sharma,5.8
Kundan Bhardwaj,4.4
Kuriakose Oonnittan,6.599999999999999
Kurush Deboo,3.7000000000000006
Kushboo,5.7
Kyara Jacob,4.8
L. Vijayalakshmi,6.7
Laila,6.0
Laila Rouass,6.5
Laj Badlani,9.3
Lakha Lakhwinder Singh,5.8
Lalit Behl,7.1
Lalita Pawar,6.75
Lalu Alex,4.5
Lankesh Bhardwaj,4.3
Lara Dutta,5.346153846153846
Lars Kjeldsen,5.599999999999999
Lars-Erik Berenett,5.5
Lata Arora,3.3
Laxmi Aishwarya,8.5
Laxmi Chhaya,4.5
Leela Chitnis,6.8
Leela Desai,5.2
Leela Naidu,6.6
Leena Chandavarkar,6.321428571428571
Leena Das,4.628571428571428
Lehar Khan,7.099999999999999
Lena Christensen,4.6
Lezlie Tripathy,6.599999999999999
Lillete Dubey,6.771428571428571
Lin Laishram,7.0
Lisa Haydon,4.9
Liyaqat Bari,5.4
Lucy Bartholomew,6.900000000000001
Luke Kenny,3.5
M. Rajan,5.6
M.D. Asif,6.5
M.K. Radha,6.9
M.S. Bhaskar,7.3
M.V. Narayana Rao,7.3
M.V. Vasudeva Rao,7.7
Maanu,7.1
Madalsa Sharma,5.066666666666666
Madan Deodhar,7.6
Madan Jain,7.1
Madan Lal,8.0
Madan Puri,5.4
Madhan Bob,3.6
Madhavan,5.822222222222222
Madhavi,6.725
Madhoo,6.033333333333334
Madhu,6.5
Madhu Anand Chandhock,5.4
Madhu Kapoor,6.3
Madhu Sagar,7.2
Madhu Shalini,2.5
Madhubala,7.279411764705882
Madhulika Jatolia,7.0
Madhur Mittal,4.5
Madhuri Dixit,6.031481481481482
Madiha Imam,5.8
Maggie Smith,6.599999999999999
Mahender Nath,7.4
Mahendra Sandhu,6.1
Mahesh Anand,4.819999999999999
Mahesh Babu,4.7
Mahesh Bhatt,4.616666666666667
Mahesh Kothare,7.159999999999999
Mahesh Narayan,10.0
Mahesh Sharma,5.7
Mahie Gill,6.0249999999999995
Mahima Chaudhry,4.633333333333333
Mahipal,6.2250000000000005
Mahnour Shadzi,6.0
Majnu,6.4
Makrand Deshpande,6.088888888888889
