Actor 3,MeanRating
Kiran Bhatia,5.599999999999999
Kiran Gadalay,6.7
Kiran Janjani,4.6
Kiran Juneja,9.2
Kiran Kumar,5.019047619047619
Kiren Jogi,6.400000000000001
Kirron Kher,6.44
Kirti Kulhari,5.944444444444445
Kirti Shetty,5.5
Kishan Bahurupiya,6.5
Kishore Anand Bhanushali,4.1000000000000005
Kishore Kadam,6.8999999999999995
Kishore Kumar,6.4
Kishore Kumar G.,6.400000000000001
Kishore Sahu,6.325
Kishori Ambiye,7.599999999999999
Kishori Ballal,8.2
Kishori Shahane,6.4
Kitu Gidwani,6.6
Koel Purie,5.725
Konkona Sen Sharma,6.3500000000000005
Kota Srinivasa Rao,5.75
Koushik Sen,7.7
Kranti Prakash Jha,5.4
Krishan Dhawan,6.3
Krishang Trivedi,7.099999999999999
Krishna Abhishek,3.25
Krishna Chaturvedi,6.7
Krishna D.K.,7.0
Krishna Ghattamaneni,3.1
Krishna Kumari,4.8
Kriti Kharbanda,2.8
Kriti Malhotra,7.0
Kriti Sanon,5.3
Kriti Sharma,7.2
Kulbhushan Kharbanda,5.8
Kuldeep Ruhil,6.6
Kuldip Kaur,6.618181818181818
Kulraaj Anand,2.9
Kulraj Randhawa,6.0
Kumar Gaurav,6.074999999999999
Kumar Mayank,5.599999999999999
Kumari Naaz,6.816666666666666
Kumkum,6.957142857142857
Kumud Chuggani,6.3999999999999995
Kumud Mishra,7.214285714285714
Kunaal Roy Kapur,5.633333333333333
Kunal Kapoor,6.4875
Kunal Khemu,6.7
Kunal Nayyar,6.0
Kunal Shamshere Malla,5.5
Kunal Sharma,4.7
Kundan,7.3
Kunickaa Sadanand,5.025
Kurush Deboo,3.2600000000000002
Kushboo,5.25
Kusum Deshpande,7.2
Kyara Ralella Jacob,4.8
Kyra Dutt,4.2
Laila Khan,3.7000000000000006
Lakshmi,6.628571428571428
Lakshmi Manchu,3.1
Lakshvir Saran,6.6
Lal Chand,6.6
Lala Yaqoob,7.4
Lalit Mohan Tiwari,7.0
Lalit Parimoo,5.5
Lalit Tiwari,7.1
Lalita Pawar,6.911538461538462
Lalitha,6.7
Lankesh Bhardwaj,5.4
Lara Dutta,4.957142857142857
Lauren Gottlieb,4.3
Lavanya Rao,7.5
Laxmi Chhaya,6.444444444444445
Laxmikant Berde,5.084615384615384
Leela Chitnis,7.6
Leela Kumari,2.8
Leela Mishra,6.42
Leela Naidu,6.0
Leena Das,4.2
Lekha Washington,7.099999999999999
Leysan Karimova,6.1
Lillete Dubey,4.6
Lilliput,5.3
Lily Chakravarty,7.220000000000001
Lisa Haydon,8.2
Lisa Ray,5.76
Loha Singh,7.8
Lokesh Gorker,7.5
Lokesh Tilakdhari,8.9
Luke Kenny,7.7
Lynsey Pow,5.8
M. Kumar,6.757142857142857
M.N. Nambiar,3.7000000000000006
M.N. Rajam,4.5
M.S. Viswanathan,7.1
Maanuv Bharadwaj,6.400000000000001
Madalina Bellariu Ion,3.7
Madan Puri,6.523529411764706
Madhavi,6.627272727272728
Madhoo,4.875
Madhu,7.7
Madhu Bhagat,8.1
Madhu Malhotra,5.0
Madhu Narayan,7.8
Madhubala,7.220000000000001
Madhukar,6.0
Madhur Mittal,6.5
Madhuri Bhattacharya,5.599999999999999
Madhuri Dixit,5.502857142857143
Madhurjeet Sarghi,5.1
Madhushree,4.8
Mahalakshmi Iyer,6.9
Mahendra Singh Rawat,7.4
Mahesh Anand,3.0
Mahesh Balraj,4.9
Mahesh Bhatt,7.159999999999999
Mahesh Gahalot,8.0
Mahesh Kaul,7.2
Mahesh Manjrekar,3.8588235294117643
Mahesh Thakur,3.7
Mahie Gill,6.0
Mahima A,5.5
Mahima Chaudhry,5.277272727272727
Mahinder Shera,3.1
Mahipal,6.2
Mahua Roy Chowdhury,7.2
Makarand Anaspure,6.3
Makrand Deshpande,6.630769230769231
Mala Sinha,6.783333333333333
Malasri,6.0
Malavikka,4.3
Malay Chakrabarty,6.5
Malini Sharma,6.5
Mallika Kapoor,5.400000000000001
Mallika Sarabhai,5.1
Mallika Sherawat,3.425
Mamta Kulkarni,5.074999999999999
Man Singh,7.3
Manabendra Das,6.8
Manav Kaul,5.957142857142857
Manav Vij,7.3
Mandakini,5.8
Mandakini Goswami,6.5
Mandana Karimi,5.2
Mandeep Kaur,6.7
Mandira Bedi,5.75
Manek Bedi,5.400000000000001
Manher Desai,5.916666666666667
Maninder Wasu,6.8
Manish Chaudhary,4.9
Manish Dayal,6.94
Manish Garg,7.1
Manish Paul,6.400000000000001
Manish Sharma,4.4
Manish Wadhwa,5.599999999999999
Manisha Kelkar,8.2
Manisha Koirala,5.722727272727273
Manit Joura,4.4
Manjari Fadnnis,5.133333333333334
Manjeet Kular,5.1
Manjot Singh,8.1
Manju Bharti,2.8
Manju Warrier,7.5
Manjul Azad,6.8
Manjunath Bhatt,7.3
Manmauji,4.3
Manmohan Krishna,6.7
Manohar Singh,5.725
Manoj Bajpayee,5.973333333333333
Manoj Bakshi,6.6
Manoj Chandila,7.9
Manoj Joshi,6.066666666666666
Manoj Kumar,6.971428571428571
Manoj Pahwa,7.022222222222222
Manoj Shah,6.2
Manorama,7.0
Mansi Dovhal,3.1
Mansi Upadhyay,7.3
Mantra Mugdh,6.8
Manu Rishi Chadha,6.933333333333334
Manveer Choudhary,7.6
Manya Gupta,6.8
Marc Zuber,7.1
Maria Menado,6.5
Master Adil,7.0
Master Aniket,8.1
Master Bhagwan,5.683333333333334
Master Bunty,6.9
Master Hardik Khanna,6.0
Master Jaffer,7.9
Master Makrand,6.3
Master Ravi,5.6
Mawra Hocane,7.400000000000001
Maya Alagh,4.5
Maya Devi,5.5
Mayak Jain,7.0
Mayilsamy,6.0
Mayuri Kango,4.6
Mazhar Khan,4.675
Meena,5.25
Meena Kumari,6.8428571428571425
Meena Rai,6.0
Meenakshi Sheshadri,5.5826086956521745
Meenal Dixit,9.0
Meenu Bhardwaj,6.5
Meera,6.3
Megh Pant,6.6
Megha,3.8
Megha Akash,6.3
Megha Burman,3.2999999999999994
Meghan Jadhav,3.4
Meghna Naidu,5.3
Mehak Manwani,6.3
Mehdi Nebbou,7.8
Meher Vij,5.275
Mehmood,6.632352941176471
Mehmood Jr.,5.400000000000001
Mehtab,6.9
Meiyang Chang,6.0
Metin Ahmet,5.2
Michael Clarke Duncan,3.7000000000000006
Mihiresh Joshi,7.3
Mike Hussey,3.8
Mikhill Chandiramani,3.6
Milind Gunaji,5.7272727272727275
Minissha Lamba,4.875
Minoo Mumtaz,6.3500000000000005
Mir Mohammed Mehroos,6.9
Misha Ghoshal,6.7
Mishti,6.8
Mita Vashisht,7.012499999999999
Mithila Palkar,7.0
Mithu Mukherjee,5.599999999999999
Mithun Chakraborty,5.80943396226415
Mithun Purandare,3.6
Mohamad Ali Fardin,6.5
Mohamad Khan,6.7
Mohammad Afzal,6.2
Mohammed Ali Mir,5.8
Mohan,8.4
Mohan Agashe,5.1
Mohan Babu,5.4
Mohan Choti,4.05
Mohan Gokhale,6.425
Mohan Joshi,5.65625
Mohan Sherry,5.8
Mohanlal,3.9
Mohd Feroz Qureshi,6.4
Mohd. Zeeshan Ayyub,6.433333333333333
Mohini Ghosh,5.2
Mohini Nillakant,6.3
Mohini Sharma,7.9
Mohit Ahlawat,3.7000000000000006
Mohit Dutta,4.8
Mohit Ghai,3.2
Mohit Madaan,5.5
Mohit Marwah,8.1
Mohit Raina,6.5
Mohnish Bahl,5.21111111111111
Mohommed Ali Shah,6.3
Moin Khan,2.7
Mona Ambegaonkar,6.099999999999999
Mona Singh,8.4
Monal Gajjar,1.9
Monalisa,3.9
Monica,5.0
Monica Aggarwal,4.8
Monica Bedi,4.5600000000000005
Monica Gill,4.4
Monorama,6.5
Monu Dhankad,6.9
Moon Moon Sen,3.675
Motilal Khan,8.2
Moumita Nandi,8.8
Mouni Roy,6.44
Moushumi Chatterjee,6.212000000000001
Mridula Baruah,7.2
Mrinalini Chatterjee,6.1
Mrinalini Sharma,5.36
Mrunal Thakur,7.25
Mubarak,6.983333333333333
Mugdha Godse,5.925000000000001
Muhammad Fazrul,7.9
Mukesh Bhatt,4.2
Mukesh Ghatiya,5.9
Mukesh Khanna,4.609090909090909
Mukesh Ramani,7.5
Mukesh Rishi,6.4
Mukesh S. Bhatt,6.8
Mukesh Tiwari,4.15
Mukri,6.900000000000001
Mukul Dev,5.0
Mukul Sharma,6.6
Mumait Khan,3.4
Mumtaz,6.408695652173913
Mumtaz Ali,6.8
Mumtaz Begum,5.225
Munmun Guha,5.7
Muntazir Ahmad,5.1
Murli Sharma,5.0
Mursaleem Qureshi,5.5
Mushtaq Ali,6.75
Mushtaq Khan,3.1666666666666665
Musskan Sethi,7.599999999999999
Muzaffar Ali,5.0
Muzahid Khan,3.5
Myra Karn,7.2
N.K. Pant,6.9
Nadira,6.676923076923076
Nadira Babbar,6.2
Nafisa Ali,3.0
Nagarjuna Akkineni,6.56
Nagesh Bhonsle,6.175
Nagma,4.9363636363636365
Naisha Arora,5.7
Najmul Hussain,6.5
Nakul Singh Sawhney,6.7
Nalan Kumarasamy,5.2
Nalini Chonkar,6.400000000000001
Nalini Jaywant,6.85
Nalneesh Neel,7.8
Namit Shah,5.3
Namitha,4.2
Namrata Kadam,5.9
Namrata Shirodkar,5.414285714285714
Nana Patekar,6.4818181818181815
Nanda,6.825
Nanda Yadav,8.1
Nandana Sen,5.3
Nandini Jumani,6.2
Nandish Singh,8.0
Nandita Das,6.233333333333334
Nandlal Sharma,6.6
Nandu Madhav,5.75
Naren Kumar,4.2
Narendra Jetley,3.1
Narendra Nath,7.4
Nareshpal Singh Chouhan,7.3
Nargis,7.55
Nargis Fakhri,5.1
Naseeruddin Shah,6.48
Nasir Hussain,7.025
Nasir Khan,4.885714285714285
Nassar,5.61
Nassar Abdulla,3.866666666666667
Natasha,6.6
Nathan Jones,3.0
Nauheed Cyrusi,4.659999999999999
Nausheen Ali Sardar,5.8
Naved Aslam,4.2
Navin Nischol,5.335714285714286
Navni Parihar,5.6
Navnit Ravi Rana,3.1
Navpreet Moti,6.2
Nawab Kashmiri,5.6
Nawab Shah,3.7999999999999994
Nawaz Khan,3.8
Nawazuddin Siddiqui,6.428571428571429
Nayani Dixit,6.9
Nazanin Boniadi,7.599999999999999
Nazia Hussain,5.0
Nazima,6.5181818181818185
Nazira,6.1
Nazneen,5.76
Neel Arvind,3.4
Neelam Kothari,5.242857142857142
Neelam Mehra,4.8
Neelam Shirke,7.4
Neelima Azim,5.325
Neelu Hasan,4.4
Neelu Kohli,5.3
Neena Gupta,5.7
Neena Kulkarni,6.933333333333334
Neeraj Kabi,7.42
Neeru Bajwa,2.5
Neet Chowdhary,4.5
Neeta Mohindra,5.3
Neetu Chandra,5.6000000000000005
Neetu Chaudhary,6.5
Neetu Singh,6.635294117647058
Negar Khan,5.3
Neha Chauhan,7.099999999999999
Neha Dhupia,4.260869565217392
Neha Ghelot,2.6
Neha Kargeti,5.7
Neha Pal Chowdhury,6.8
Neha Singh,6.6
Neil Bhoopalam,6.3
Neil Nitin Mukesh,5.841666666666666
Nelson Liao Sheng Hua,6.2
Nethra Raghuraman,5.0
Nicole Faria,2.7
Nidhi Bhardwaj,2.4
Nidhi Mahila,5.8
Nidhi Singh,3.7
Nigaar Khan,3.3
Nigar Sultana,7.159999999999999
Nikhil Bansal,7.2
Nikhil Chavan,6.0
Nikhil Chinappa,6.1
Nikhil Mahar,9.3
Nikhilesh,5.0
Niki Walia,4.5
Nikita Dutta,7.099999999999999
Nilay Dave,7.6
Nilofar,5.0
Nilofar Gesawat,7.0
Nimmi,6.2
Ninad Kamat,7.6
Nirab Hossain,4.0
Niranjan Sharma,6.5
Nirmal Pandey,6.7
Nirmal Rishi,7.6
Nirmiti Sawant,4.4
Nirosha,6.2
Nirupa Roy,6.554545454545455
Nisha Bains,6.1
Nisha Rawal,3.4
Nishant Balgovind,2.9
Nishant Dahiya,6.900000000000001
Nishant Kumar,4.0
Nishant Malkani,4.0
Nishi,6.2
Nishigandha Wad,6.3
Nishikant Dixit,7.2
Nishikant Kamat,6.8500000000000005
Nitish Bharadwaj,6.25
Nitya Shetty,7.0
Nivedita Bhattacharya,6.900000000000001
Nivetha Thomas,6.58
Nizhalgal Ravi,4.9
Noor Jehan,7.3
Nripati Chatterjee,7.3
Nupur Sharma,2.9
Nutan,6.028571428571429
Nutan Sinha,7.4
Nutan Surya,6.0
Nuthan Prasad,6.5
O.P. Ralhan,6.6
Odette Ferguson,5.900000000000001
Om Prakash,6.304545454545454
Om Puri,6.050000000000001
Om Shivpuri,6.484615384615385
Omi Vaidya,5.8
Omkar Das Manikpuri,3.6
Padam Bhola,3.7999999999999994
Padma Khanna,6.8
Padmini,6.676923076923076
Padmini Kapila,7.1
Padmini Kolhapure,5.517647058823529
Pahadi Sanyal,6.2
Paidi Jairaj,7.65
Paintal,6.3
Pallavi Joshi,6.6
Pallavi Sharda,6.9
Palomi Ghosh,7.0
Pandharibai,6.7
Pankaj Berry,4.7555555555555555
Pankaj Jha,5.4
Pankaj Kapur,6.492857142857143
Pankaj Tripathi,7.42
Pant Shirt Baba,7.3
Paoli Dam,5.3
Paras Randhawa,2.5
Paras Zutshi,9.3
Paresh Rawal,5.417142857142857
Parignya Pandya Shah,6.2
Parijaat Chakraborty,5.5
Parikshit Sahni,6.36
Parineeti Chopra,4.9
Parth Bhalerao,6.599999999999999
Parthaa Akerkar,5.3
Parveen Babi,6.13125
Parveen Bansala,7.0
Parveen Choudhary,6.966666666666666
Parvin Dabas,6.078571428571429
Pasupathy,3.2000000000000006
Pathy Aiyar,6.9
Paul Blackwell,2.2
Pawan,6.0
Pawan Kalyan,4.7
Pawan Malhotra,6.875
Payal Kumawat,5.0
Payal Malhotra,4.2
Payal Rohatgi,3.1
Payel Sarkar,4.7
Penelope Wilton,6.400000000000001
Perizaad Zorabian,5.2
Phuntsog Dolma,6.6
Pinky Chinoy,4.74
Piyush Mishra,7.2
Piyush Raina,2.4
Pooja Batra,5.075
Pooja Bedi,6.75
Pooja Bharti,6.625
Pooja Bhatt,5.141176470588235
Pooja Chauhan,4.5
Pooja Dadwal,2.6
Pooja Gupta,9.0
Pooja Kanwal,6.5
Pooja Kasekar,4.3
Pooja Salvi,5.8
Pooja Sawant,6.2
Pooja Thakur,3.6
Poonam Dasgupta,2.1
Poonam Dhillon,5.879166666666666
Poonam Gurung,6.8
Poonam Ingle,8.1
Poonam Jhawer,5.6
Poonam Kaur,5.8
Poonam Pandey,2.7
Poornima,6.1
Prabha,6.6
Prabhu Dayal,7.1
Prabhu Deva,3.6
Prachi Desai,5.0
Prachita Gujar,6.6
Pradeep Bhatnagar,7.2
Pradeep Kharab,3.5
Pradeep Kumar,6.478571428571429
Pradeep Singh Rawat,5.05
Pradeep Verma,6.3
Pradhuman Singh,4.966666666666666
Pragya Jaiswal,4.3
Prakash Jha,7.7
Prakash Raj,4.96875
Pramila,5.9
Pramod Bala,7.0
Pramod Goswami,3.2999999999999994
Pran,6.575409836065574
Pranab Chaudhary,5.4
Pranay Dixit,5.0
Pranay Narayan,6.2
Prasad Shikhare,6.0
Prasant Samadhar,4.3
Prasenjit Chatterjee,6.0
Prashant Narayanan,5.75
Prashant Rao,7.5
Prateek Goyal,8.6
Prateik,6.9
Pratibha Sinha,3.1
Pratik Kothari,6.6
Pratima Devi,7.300000000000001
Pravas Sarkar,7.1
Preet Bhatti,7.900000000000001
Preeti Bhutani,3.6
Preeti Chauhan,4.8
Preeti Gandwani,3.7
Preeti Jhangiani,3.725
Preeti Vissa,6.8
Preity Zinta,6.069999999999999
Prem Adib,6.400000000000001
Prem Chabra,3.3
Prem Chopra,6.36376811594203
Prem Krishan,5.2
Prem Nath,6.541379310344827
Prema,5.599999999999999
Prema Narayan,6.533333333333334
Premendra,5.9
Prerna Chawla,5.0
Prerna Vishwakarma,6.7
Prince Khan,7.4
Prince Pradeep,6.599999999999999
Prithvi,3.8499999999999996
Prithviraj Kapoor,7.900000000000001
Prithviraj Sukumaran,6.5
Pritika Chawla,5.0
Pritma Manohar,6.9
Priya,3.7000000000000006
Priya Gill,6.2
Priya Raman,6.3
Priyamani,7.2
Priyanka,5.3
Priyanka Bose,6.3500000000000005
Priyanka Chopra Jonas,5.264102564102564
Priyanka Mehta,4.4
Priyanka Sarkar,6.9
Priyanka Sharma,7.3
Priyanshu Chatterjee,4.6499999999999995
Puja Gupta,2.3
Pulkit Samrat,7.5
Puneet Issar,4.5
Puneet Kumar Mishra,7.8
Purab Kohli,7.2
Purbi Joshi,4.0
Purneima Dey,6.5
Purnima,6.3
Purshottam Mulani,9.7
Purva Bedi,6.599999999999999
Purva Rana,6.2
Pushpa Hans,7.4
Pushpavalli,6.8
Pushpendra,4.3
Qasim Khan,7.4
R.K. Mama,6.8
R.P. Vishwam,6.8
Raaghavv Chanana,5.725
Raai Laxmi,6.900000000000001
Raaj Kumar,6.87
Raakesh Babu,6.3
Raashi Khanna,7.7
Rabi Ghosh,7.0
Rachana Banerjee,5.6
Rachel Saanchita Gupta,6.599999999999999
Radha,6.959999999999999
Radha Ravi,8.049999999999999
Radha Sagar,5.2
Radha Saluja,7.3
Radhakrishan,7.2
Radhika Apte,6.8
Radhika Jajodia,6.9
Radhika Sarathkumar,5.54
Raghav Juyal,5.8999999999999995
Raghu Khosla,6.7
Raghu Ram,6.099999999999999
Raghuvaran,5.199999999999999
Raghuvir Yadav,6.156000000000001
Ragini,5.066666666666666
Ragini Dwivedi,6.5
Rahul Bhatt,8.1
Rahul Bose,6.572727272727272
Rahul Dev,4.9714285714285715
Rahul Khanna,6.9
Rahul Ram,8.9
Rahul Ranade,7.4
Rahul Roy,4.3100000000000005
Rahul Singh,5.3
Raima Sen,6.827272727272727
Raj Arjun,7.8
Raj Babbar,5.529787234042553
Raj Gupta,6.7
Raj Hussain,6.2
Raj Hussein,4.0
Raj Kapoor,7.6
Raj Kiran,6.163157894736843
Raj Kumar,6.5
Raj Mehra,7.144444444444444
Raj Mehta,6.7
Raj Singh Verma,9.3
Raja Chaudhary,8.1
Rajan Haksar,6.5
Rajan Verma,2.7
Rajani,4.1
Rajasekhar,6.2
Rajasree Rajakumari,10.0
Rajasulochana,7.7
Rajat Bedi,4.8
Rajat Kapoor,6.01304347826087
Rajat Kaul,4.9
Rajeev Ashish,6.099999999999999
Rajeev Khandelwal,6.949999999999999
Rajeev Mehta,7.2
Rajeev Pillai,3.2
Rajendra Chawla,4.5
Rajendra Kumar,5.5777777777777775
Rajendranath Malhotra,6.76875
Rajesh Abhay,8.2
Rajesh Chowdhury,2.5
Rajesh Jais,5.3
Rajesh Kava,6.5
Rajesh Khanna,6.5
Rajesh Navgain,8.5
Rajesh Puri,6.0
Rajesh Sharma,5.928571428571429
Rajesh Vivek,6.3
Rajeshwari Sachdev,5.720000000000001
Rajinikanth,6.01875
Rajit Kapoor,6.7
Rajiv Kapoor,5.325
Rajiv Mishra,5.7
Rajiv Ranjan,6.8
Rajkumar,8.0
Rajkumar Kanojia,8.3
Rajkummar Rao,6.553846153846154
Rajlakshmi Devi,7.2
Rajni Basumatary,8.0
Rajni Sharma,6.425
Rajniesh Duggall,5.6571428571428575
Rajpal Yadav,5.8125
Rajshree,6.825
Rajshri,4.4
Rajshri Deshpande,6.1
Raju Barot,7.8
Raju Desai,6.0
Raju Maan,8.3
Raju Srivastava,5.0
Rakesh Bedi,5.441666666666666
Rakesh Pandey,6.345454545454545
Rakesh Roshan,6.597499999999999
Rakhee Gulzar,6.977777777777778
Rakhi Mansha,9.4
Rakshitha,5.1
Rakul Preet Singh,5.199999999999999
Ram Kapoor,5.136363636363637
Ram Singh,6.175
Ramachandra Hosur,8.0
Raman Atre,7.5
Rambha,5.046666666666667
Ramesh Deo,6.422222222222222
Ramesh Thapar,7.5
Rameshwari,5.58
Rami Reddy,5.279999999999999
Ramnita Chaudhry,7.7
Rampal Barsewal,7.1
Ramya Krishnan,6.220000000000001
Rana Daggubati,8.0
Rana Jung Bahadur,4.8
Ranajit Mohanty,6.5
Ranbir Kapoor,4.55
Randeep Hooda,5.083333333333333
Randhawa,5.599999999999999
Randhir,6.1
Randhir Kapoor,5.3500000000000005
Randhir Singh,5.3
Rani Mukerji,6.177777777777778
Rani Rajkumar,5.3
Ranjan,6.9
Ranjana,7.599999999999999
Ranjana Srivastava,7.5
Ranjeet,5.138888888888889
Ranjeet Jha,7.9
Ranjeeta Kaur,6.828571428571428
Ranjit Batra,7.2
Ranjit Deval,6.7
Ranjit Khajuria,6.7
Ranjit Mallick,6.2
Ranjitha,7.8
Ranveer Singh,8.0
Ranvir Shorey,6.464285714285714
Raphael Jose,7.5
Raqesh Bapat,5.1000000000000005
Rashami Desai,6.2
Rasheed Naz,7.5
Rashid Khan,7.220000000000001
Rashida Bee,8.0
Rashmi Chauhan,5.599999999999999
Rasika Dugal,4.125
Ratan Kumar,8.4
Rati Agnihotri,5.183333333333334
Ratna Pathak Shah,7.18
Ratu Rakuita Tawake,4.7
Raveena Tandon,5.5162790697674415
Ravi Behl,5.35
Ravi Jhankal,7.5
Ravi Khanvilkar,6.9
Ravi Kishan,5.6066666666666665
Ravi Kumar,4.55
Ravi Mathew,6.900000000000001
Ravi Menon,7.0
Ravi Shankar Chowdhary,7.5
Ravi Varma,6.8
Ravinddra Khare,7.8
Ravindra Kapoor,6.75
Raza Murad,4.875
Razak Khan,4.95
Reema Bishwokarma,6.8
Reema Lagoo,6.028571428571429
Reema Sen,4.1499999999999995
Reema Vohra,4.0
Reena Roy,5.674358974358975
Regina Cassandra,7.3
Rehana Sultan,6.2
Rehman,6.759090909090909
Rekha,6.257446808510639
Rekha Sabnis,7.5
Renuka Shahane,5.4
Resham Thakkar,3.2
Revathi,6.300000000000001
Rex Harrison,6.3
Rhea Chakraborty,5.900000000000001
Richa Chadha,5.9
Richa Meena,6.6
Richa Pallod,3.9
Richa Sharma,5.05
Richard Rishi,6.8
Riddhi Sen,6.5
Ridhi Jugran,7.0
Ridhima Grover,7.099999999999999
Riju Bajaj,7.0
Rimi,6.3
Rimi Sen,6.875
Rimple Dhindsa,5.1
Rinke Khanna,5.683333333333334
Rinku Ghosh,2.4
Rishaab Chauhaan,4.9
Rishabh Arora,2.7000000000000006
Rishi Bhutani,5.05
Rishi Kant,7.9
Rishi Kapoor,5.432075471698113
Rita Agarwal,5.5
Rita Bhaduri,5.742857142857143
Ritabhari Chakraborty,6.3
Riteish Deshmukh,5.1033333333333335
Ritu Shivpuri,6.1
Rituparna Sengupta,7.3
Rituparno Ghosh,7.2
Rituraj Singh Rathore,6.8
Ritvik Sahore,6.400000000000001
Ritwik Bhowmik,8.9
Riva Arora,3.4
Riva Kishan,4.4
Riya Sen,5.714285714285714
Riya Shukla,8.3
Rj Ajay,5.5
Robert Lang,6.6
Robin Das,6.925
Rohan Apte,4.2
Rohan Kapoor,4.5
Rohan Shah,4.3
Rohiet Nair,7.5
Rohini Hattangadi,7.228571428571429
Rohit Choudhary,5.9
Rohit Pathak,5.2
Rohit Rajawat,5.3
Rohit Roy,2.7000000000000006
Roja,6.1
Roni Bhatt,6.1
Ronit Roy,5.5625
Ronjini Chakraborty,5.9
Ronny Jhutti,3.6
Rooney Mara,8.0
Roopa Ganguly,7.15
Roopesh Kumar,6.3
Roopkamal,6.6
Roselyn Dsouza,3.5
Roshini Jaffery,5.3
Roshni,5.1
Roshni Chopra,6.3
Rosie Perez,4.1
Ruby Mayer,7.3
Ruchika Panday,4.2
Rudranil Ghosh,5.6
Rukhsar Rehman,7.1000000000000005
Ruma Guha Thakurta,6.8
Rumana Molla,3.766666666666667
Rupali Ganguly,6.4
Ruslaan Mumtaz,8.0
Russell Peters,5.7
Rutika Singh,3.6
S.A. Ashokan,6.2
S.N. Banerjee,5.1
S.N. Tripathi,5.9
S.V. Ranga Rao,7.0
Saadhika,4.425
Saanvi Dhiman,8.0
Saathi Ganguly,4.3
Sabitha Jayaraaj,4.4
Sabitri Chatterjee,6.5
Sabyasachi Chakrabarty,5.66
Sachiin Joshi,2.0
Sachin Chhabra,7.3
Sachin Khedekar,6.445454545454546
Sachin Pilgaonkar,6.8
Sada,5.1499999999999995
Sadashiv Amrapurkar,4.726666666666666
Sadhana,6.757142857142857
Sadhana Singh,6.1
Sadhu Meher,6.900000000000001
Sadiya Siddiqui,6.9
Saeed Jaffrey,6.34
Saeeda Imtiaz,3.9
Sagar,5.1
Sagar Chawla,7.0
Sagar Kale,7.2
Sagar Nath Jha,6.2
Sagarika Ghatge,8.2
Saharsh Kumar Shukla,7.9
Sahil Choujar,7.9
Sahil Khan,4.2
Sahil Vaid,6.028571428571428
Sahila Chaddha,3.5
Sai Ballal,3.3
Sai Kumar,5.6
Sai Srinivas Bellamkonda,6.5
Sai Tamhankar,7.0
Saif Ali Khan,5.84
Sailesh Kumar,6.033333333333334
Sajid Sheikh,4.0
Sajjan,6.7
Sakshi Dwivedi,6.3
Salah Benlemqawanssa,5.1
Salil Ankola,5.7
Salim Ghouse,7.6
Salima Raza,8.0
Sally Bankes,5.599999999999999
Salma Agha,5.7
Salman Khan,5.6033333333333335
Salman Shahid,6.8
Sal�me Gunnarsd�ttir,5.6
Sambhavna Sheth,3.9
Sameer Dharmadhikari,5.6
Sameer Khan,7.3
Sameer Malhotra,1.7
Sameera Reddy,3.2999999999999994
Sami Darr,6.8
Samit Bhanja,7.9
Sammir Dattani,5.616666666666666
Samonica Shrivastava,5.1
Samrat Chakrabarti,4.9
Samson,4.8
Samuel Kamble,8.2
Samuthirakani,6.7
Samvid Anand,7.0
Sana Oberoi,1.8999999999999997
Sanam,5.7
Sanath Menon,7.5
Sandali Sinha,7.5
Sandeep Anand,3.6
Sandeep Kulkarni,6.733333333333333
Sandeep Sharma,5.7
Sandhya Mridul,7.014285714285714
Sandhya Roy,6.5
Sandra Larwin,9.0
Sang Hyun Uhm,6.8
Sangeeta Bijlani,5.3875
Sanjana Dipu,7.5
Sanjana Kapoor,6.275
Sanjay Dutt,5.433333333333334
Sanjay Kapoor,4.2214285714285715
Sanjay Khan,7.4
Sanjay Mishra,6.955555555555556
Sanjay Suri,5.4263157894736835
Sanjay Swaraj,3.9
Sanjeev Giriwer,6.2
Sanjeev Jaiswal,6.900000000000001
Sanjeev Kumar,6.795
Sanjeev Tiwari,3.25
Sanjiv Chopra,4.8
Sankalp Reddy,5.0
Sanya Malhotra,6.1
Sanyukta Timsina,6.6
Sapna Pabbi,4.0
Sapna Sappu,4.3999999999999995
Sapna Thakur,4.6
Sara Ali Khan,5.599999999999999
Sara Khan,6.2
Sara Loren,4.9
Sarabjeet Bindra,7.3
Sarah Jane Dias,4.733333333333333
Saranya Mohan,4.7
Sarath Babu,7.599999999999999
Sareh Far,6.1
Sarika,5.605555555555556
Sarika Singh,7.9
Sarita,6.900000000000001
Saroja Devi B.,7.8
Sarthak Pradhan,4.1
Sarvagya Jain,8.7
Saswata Chatterjee,6.5
Satarupa Das,3.4
Satbol Bhattacharya,7.2
Satendra,8.2
Sathyaraj,5.7444444444444445
Satiiysh Saarathy Sasho,2.1
Satish Dhaulakhandi,8.7
Satish Kaul,6.65
Satish Kaushik,5.446153846153846
Satish Shah,5.116666666666666
Satwant Kaur,7.2
Satya Prakash,5.5
Satyajit Sharma,3.4
Satyakam Anand,6.5
Satyanarayana Kaikala,6.55
Satyen Kumar,6.7
Satyendra Kapoor,6.008333333333333
Saumya Daan,6.1
Saurab Gharipurikar,5.8
Saurabh Bhardwaj,8.7
Saurabh Dubey,4.0249999999999995
Saurabh Kishore,6.4
Saurabh Sachdeva,5.1
Saurabh Shukla,5.79
Saurav Bagga,7.7
Savita Bajaj,6.9
Sayaji Shinde,7.7
Sayani Atish,6.1
Sayani Datta,4.5
